Filename,JLY_CBD_Xtal_KY1
Instrument name,DSC2A-00468 (192.168.1.101)
Operator,JLY
rundate,1/26/2018
proceduresegments,Data Off ; Equilibrate -50.00 °C; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 110.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to -50.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to 110.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to -50.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to 110.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 10.00 °C/min to -50.00 °C; Data Off ; Isothermal 1.0 min; Data On ; Ramp 5.00 °C/min to 110.00 °C; Data Off ; Jump 25.00 °C
[step]
Ramp 10 °C/min to 110.00 °C
Time,Temperature,Heat Flow (Normalized)
34.25,-48.92,0.084
34.25,-48.91,0.085
34.25,-48.90,0.087
34.26,-48.88,0.088
34.26,-48.87,0.089
34.26,-48.85,0.090
34.26,-48.84,0.091
34.26,-48.82,0.092
34.26,-48.81,0.092
34.26,-48.79,0.094
34.27,-48.78,0.094
34.27,-48.77,0.095
34.27,-48.75,0.096
34.27,-48.74,0.098
34.27,-48.72,0.099
34.28,-48.71,0.101
34.28,-48.69,0.103
34.28,-48.68,0.104
34.28,-48.66,0.106
34.28,-48.65,0.106
34.28,-48.63,0.107
34.29,-48.62,0.107
34.29,-48.60,0.108
34.29,-48.59,0.108
34.29,-48.57,0.109
34.29,-48.56,0.109
34.29,-48.54,0.110
34.29,-48.53,0.110
34.30,-48.51,0.111
34.30,-48.49,0.112
34.30,-48.48,0.113
34.30,-48.46,0.114
34.30,-48.45,0.114
34.31,-48.43,0.114
34.31,-48.42,0.115
34.31,-48.40,0.115
34.31,-48.39,0.116
34.31,-48.37,0.117
34.31,-48.36,0.118
34.31,-48.34,0.118
34.32,-48.33,0.119
34.32,-48.31,0.120
34.32,-48.30,0.120
34.32,-48.28,0.120
34.32,-48.26,0.121
34.33,-48.25,0.121
34.33,-48.23,0.121
34.33,-48.22,0.121
34.33,-48.20,0.122
34.33,-48.19,0.123
34.33,-48.17,0.124
34.34,-48.15,0.125
34.34,-48.14,0.126
34.34,-48.12,0.126
34.34,-48.11,0.127
34.34,-48.09,0.127
34.34,-48.08,0.127
34.34,-48.06,0.127
34.35,-48.05,0.128
34.35,-48.03,0.128
34.35,-48.01,0.128
34.35,-48.00,0.128
34.35,-47.98,0.129
34.36,-47.97,0.129
34.36,-47.95,0.129
34.36,-47.94,0.129
34.36,-47.92,0.129
34.36,-47.90,0.129
34.36,-47.89,0.130
34.36,-47.87,0.130
34.37,-47.86,0.131
34.37,-47.84,0.131
34.37,-47.82,0.131
34.37,-47.81,0.132
34.37,-47.79,0.132
34.38,-47.77,0.132
34.38,-47.76,0.132
34.38,-47.74,0.132
34.38,-47.73,0.132
34.38,-47.71,0.133
34.38,-47.70,0.133
34.39,-47.68,0.133
34.39,-47.66,0.134
34.39,-47.65,0.134
34.39,-47.63,0.135
34.39,-47.62,0.135
34.39,-47.60,0.136
34.39,-47.58,0.136
34.40,-47.57,0.136
34.40,-47.55,0.136
34.40,-47.54,0.136
34.40,-47.52,0.136
34.40,-47.50,0.136
34.41,-47.49,0.136
34.41,-47.47,0.137
34.41,-47.46,0.137
34.41,-47.44,0.137
34.41,-47.42,0.137
34.41,-47.41,0.138
34.41,-47.39,0.138
34.42,-47.37,0.138
34.42,-47.36,0.139
34.42,-47.34,0.139
34.42,-47.33,0.140
34.42,-47.31,0.140
34.43,-47.29,0.140
34.43,-47.28,0.140
34.43,-47.26,0.140
34.43,-47.25,0.140
34.43,-47.23,0.140
34.43,-47.21,0.140
34.44,-47.20,0.140
34.44,-47.18,0.141
34.44,-47.16,0.141
34.44,-47.15,0.141
34.44,-47.13,0.141
34.44,-47.11,0.141
34.44,-47.10,0.141
34.45,-47.08,0.141
34.45,-47.07,0.142
34.45,-47.05,0.142
34.45,-47.03,0.142
34.45,-47.02,0.143
34.46,-47.00,0.143
34.46,-46.99,0.143
34.46,-46.97,0.143
34.46,-46.95,0.143
34.46,-46.94,0.143
34.46,-46.92,0.144
34.46,-46.90,0.144
34.47,-46.89,0.144
34.47,-46.87,0.144
34.47,-46.85,0.144
34.47,-46.84,0.144
34.47,-46.82,0.144
34.48,-46.80,0.144
34.48,-46.79,0.144
34.48,-46.77,0.144
34.48,-46.75,0.144
34.48,-46.74,0.144
34.48,-46.72,0.144
34.49,-46.71,0.144
34.49,-46.69,0.144
34.49,-46.67,0.144
34.49,-46.66,0.145
34.49,-46.64,0.145
34.49,-46.63,0.145
34.49,-46.61,0.145
34.50,-46.59,0.146
34.50,-46.58,0.146
34.50,-46.56,0.146
34.50,-46.54,0.146
34.50,-46.53,0.146
34.51,-46.51,0.146
34.51,-46.49,0.146
34.51,-46.48,0.146
34.51,-46.46,0.146
34.51,-46.44,0.146
34.51,-46.43,0.146
34.51,-46.41,0.146
34.52,-46.39,0.146
34.52,-46.38,0.146
34.52,-46.36,0.146
34.52,-46.34,0.146
34.52,-46.33,0.146
34.53,-46.31,0.146
34.53,-46.30,0.146
34.53,-46.28,0.146
34.53,-46.26,0.146
34.53,-46.25,0.147
34.53,-46.23,0.147
34.54,-46.21,0.147
34.54,-46.20,0.147
34.54,-46.18,0.147
34.54,-46.16,0.147
34.54,-46.15,0.147
34.54,-46.13,0.147
34.54,-46.11,0.147
34.55,-46.10,0.147
34.55,-46.08,0.147
34.55,-46.07,0.147
34.55,-46.05,0.147
34.55,-46.03,0.147
34.56,-46.02,0.147
34.56,-46.00,0.148
34.56,-45.98,0.148
34.56,-45.97,0.148
34.56,-45.95,0.148
34.56,-45.93,0.148
34.56,-45.92,0.148
34.57,-45.90,0.148
34.57,-45.88,0.148
34.57,-45.87,0.148
34.57,-45.85,0.148
34.57,-45.83,0.148
34.58,-45.82,0.148
34.58,-45.80,0.148
34.58,-45.79,0.149
34.58,-45.77,0.149
34.58,-45.75,0.149
34.58,-45.74,0.149
34.59,-45.72,0.149
34.59,-45.70,0.149
34.59,-45.69,0.149
34.59,-45.67,0.149
34.59,-45.65,0.149
34.59,-45.64,0.149
34.59,-45.62,0.149
34.60,-45.60,0.149
34.60,-45.59,0.149
34.60,-45.57,0.150
34.60,-45.55,0.150
34.60,-45.54,0.150
34.61,-45.52,0.150
34.61,-45.50,0.150
34.61,-45.49,0.150
34.61,-45.47,0.150
34.61,-45.45,0.150
34.61,-45.44,0.150
34.61,-45.42,0.150
34.62,-45.40,0.150
34.62,-45.39,0.150
34.62,-45.37,0.150
34.62,-45.36,0.150
34.62,-45.34,0.150
34.63,-45.32,0.150
34.63,-45.31,0.150
34.63,-45.29,0.150
34.63,-45.27,0.150
34.63,-45.26,0.150
34.63,-45.24,0.150
34.64,-45.22,0.150
34.64,-45.21,0.150
34.64,-45.19,0.150
34.64,-45.17,0.150
34.64,-45.16,0.150
34.64,-45.14,0.150
34.64,-45.12,0.150
34.65,-45.11,0.150
34.65,-45.09,0.150
34.65,-45.07,0.150
34.65,-45.06,0.150
34.65,-45.04,0.150
34.66,-45.02,0.151
34.66,-45.01,0.151
34.66,-44.99,0.151
34.66,-44.98,0.151
34.66,-44.96,0.151
34.66,-44.94,0.151
34.66,-44.93,0.151
34.67,-44.91,0.151
34.67,-44.89,0.151
34.67,-44.88,0.151
34.67,-44.86,0.151
34.67,-44.84,0.151
34.68,-44.83,0.151
34.68,-44.81,0.151
34.68,-44.79,0.151
34.68,-44.78,0.151
34.68,-44.76,0.151
34.68,-44.74,0.151
34.69,-44.73,0.151
34.69,-44.71,0.151
34.69,-44.69,0.151
34.69,-44.68,0.151
34.69,-44.66,0.151
34.69,-44.64,0.151
34.69,-44.63,0.151
34.70,-44.61,0.151
34.70,-44.60,0.151
34.70,-44.58,0.151
34.70,-44.56,0.151
34.70,-44.55,0.151
34.71,-44.53,0.152
34.71,-44.51,0.152
34.71,-44.50,0.152
34.71,-44.48,0.152
34.71,-44.46,0.152
34.71,-44.45,0.152
34.71,-44.43,0.152
34.72,-44.41,0.152
34.72,-44.40,0.152
34.72,-44.38,0.152
34.72,-44.36,0.152
34.72,-44.35,0.152
34.73,-44.33,0.152
34.73,-44.31,0.152
34.73,-44.30,0.152
34.73,-44.28,0.152
34.73,-44.26,0.152
34.73,-44.25,0.152
34.74,-44.23,0.152
34.74,-44.21,0.152
34.74,-44.20,0.152
34.74,-44.18,0.152
34.74,-44.16,0.152
34.74,-44.15,0.152
34.74,-44.13,0.152
34.75,-44.11,0.152
34.75,-44.10,0.152
34.75,-44.08,0.152
34.75,-44.06,0.152
34.75,-44.05,0.152
34.76,-44.03,0.152
34.76,-44.01,0.152
34.76,-44.00,0.153
34.76,-43.98,0.153
34.76,-43.97,0.153
34.76,-43.95,0.153
34.76,-43.93,0.153
34.77,-43.92,0.153
34.77,-43.90,0.153
34.77,-43.88,0.153
34.77,-43.87,0.153
34.77,-43.85,0.153
34.78,-43.83,0.153
34.78,-43.82,0.153
34.78,-43.80,0.153
34.78,-43.78,0.153
34.78,-43.77,0.153
34.78,-43.75,0.153
34.79,-43.73,0.153
34.79,-43.72,0.153
34.79,-43.70,0.153
34.79,-43.68,0.153
34.79,-43.67,0.153
34.79,-43.65,0.153
34.79,-43.63,0.153
34.80,-43.62,0.153
34.80,-43.60,0.153
34.80,-43.58,0.153
34.80,-43.57,0.153
34.80,-43.55,0.153
34.81,-43.53,0.153
34.81,-43.52,0.153
34.81,-43.50,0.153
34.81,-43.48,0.153
34.81,-43.47,0.154
34.81,-43.45,0.154
34.81,-43.43,0.154
34.82,-43.42,0.154
34.82,-43.40,0.154
34.82,-43.38,0.154
34.82,-43.37,0.154
34.82,-43.35,0.154
34.83,-43.34,0.154
34.83,-43.32,0.154
34.83,-43.30,0.154
34.83,-43.29,0.154
34.83,-43.27,0.154
34.83,-43.25,0.154
34.84,-43.24,0.154
34.84,-43.22,0.154
34.84,-43.20,0.154
34.84,-43.19,0.154
34.84,-43.17,0.154
34.84,-43.15,0.154
34.84,-43.14,0.154
34.85,-43.12,0.154
34.85,-43.10,0.154
34.85,-43.09,0.154
34.85,-43.07,0.154
34.85,-43.05,0.154
34.86,-43.04,0.154
34.86,-43.02,0.154
34.86,-43.00,0.154
34.86,-42.99,0.154
34.86,-42.97,0.154
34.86,-42.95,0.154
34.86,-42.94,0.154
34.87,-42.92,0.154
34.87,-42.90,0.154
34.87,-42.89,0.154
34.87,-42.87,0.154
34.87,-42.86,0.154
34.88,-42.84,0.154
34.88,-42.82,0.154
34.88,-42.80,0.154
34.88,-42.79,0.154
34.88,-42.77,0.155
34.88,-42.76,0.155
34.89,-42.74,0.155
34.89,-42.72,0.155
34.89,-42.71,0.155
34.89,-42.69,0.155
34.89,-42.67,0.155
34.89,-42.66,0.155
34.89,-42.64,0.155
34.90,-42.62,0.155
34.90,-42.61,0.155
34.90,-42.59,0.155
34.90,-42.57,0.155
34.90,-42.56,0.155
34.91,-42.54,0.155
34.91,-42.52,0.155
34.91,-42.51,0.155
34.91,-42.49,0.155
34.91,-42.47,0.155
34.91,-42.46,0.155
34.91,-42.44,0.155
34.92,-42.42,0.155
34.92,-42.41,0.155
34.92,-42.39,0.155
34.92,-42.37,0.155
34.92,-42.36,0.155
34.93,-42.34,0.155
34.93,-42.32,0.155
34.93,-42.31,0.155
34.93,-42.29,0.155
34.93,-42.27,0.155
34.93,-42.26,0.155
34.94,-42.24,0.155
34.94,-42.22,0.155
34.94,-42.21,0.155
34.94,-42.19,0.155
34.94,-42.17,0.155
34.94,-42.16,0.155
34.94,-42.14,0.155
34.95,-42.13,0.155
34.95,-42.11,0.155
34.95,-42.09,0.155
34.95,-42.07,0.155
34.95,-42.06,0.155
34.96,-42.04,0.155
34.96,-42.03,0.155
34.96,-42.01,0.156
34.96,-41.99,0.156
34.96,-41.98,0.156
34.96,-41.96,0.156
34.96,-41.94,0.156
34.97,-41.92,0.156
34.97,-41.91,0.156
34.97,-41.89,0.156
34.97,-41.88,0.156
34.97,-41.86,0.156
34.98,-41.84,0.156
34.98,-41.83,0.156
34.98,-41.81,0.156
34.98,-41.79,0.156
34.98,-41.78,0.156
34.98,-41.76,0.156
34.99,-41.74,0.156
34.99,-41.73,0.156
34.99,-41.71,0.156
34.99,-41.69,0.156
34.99,-41.68,0.156
34.99,-41.66,0.156
34.99,-41.64,0.156
35.00,-41.63,0.156
35.00,-41.61,0.156
35.00,-41.59,0.156
35.00,-41.58,0.156
35.00,-41.56,0.156
35.01,-41.54,0.156
35.01,-41.53,0.156
35.01,-41.51,0.156
35.01,-41.49,0.156
35.01,-41.48,0.156
35.01,-41.46,0.156
35.01,-41.44,0.156
35.02,-41.43,0.156
35.02,-41.41,0.156
35.02,-41.39,0.156
35.02,-41.38,0.156
35.02,-41.36,0.156
35.03,-41.34,0.156
35.03,-41.33,0.156
35.03,-41.31,0.156
35.03,-41.29,0.156
35.03,-41.28,0.156
35.03,-41.26,0.156
35.04,-41.24,0.156
35.04,-41.23,0.156
35.04,-41.21,0.156
35.04,-41.19,0.156
35.04,-41.18,0.156
35.04,-41.16,0.156
35.04,-41.14,0.156
35.05,-41.13,0.156
35.05,-41.11,0.156
35.05,-41.09,0.156
35.05,-41.08,0.157
35.05,-41.06,0.157
35.06,-41.05,0.157
35.06,-41.03,0.157
35.06,-41.01,0.157
35.06,-40.99,0.157
35.06,-40.98,0.157
35.06,-40.96,0.157
35.06,-40.95,0.157
35.07,-40.93,0.157
35.07,-40.91,0.157
35.07,-40.89,0.157
35.07,-40.88,0.157
35.07,-40.86,0.157
35.08,-40.84,0.157
35.08,-40.83,0.157
35.08,-40.81,0.157
35.08,-40.80,0.157
35.08,-40.78,0.157
35.08,-40.76,0.157
35.09,-40.75,0.157
35.09,-40.73,0.157
35.09,-40.71,0.157
35.09,-40.70,0.157
35.09,-40.68,0.157
35.09,-40.66,0.157
35.09,-40.65,0.157
35.10,-40.63,0.157
35.10,-40.61,0.157
35.10,-40.60,0.157
35.10,-40.58,0.157
35.10,-40.56,0.157
35.11,-40.55,0.157
35.11,-40.53,0.157
35.11,-40.51,0.157
35.11,-40.49,0.157
35.11,-40.48,0.157
35.11,-40.46,0.157
35.11,-40.45,0.157
35.12,-40.43,0.157
35.12,-40.41,0.157
35.12,-40.40,0.157
35.12,-40.38,0.157
35.12,-40.36,0.157
35.13,-40.35,0.157
35.13,-40.33,0.157
35.13,-40.31,0.157
35.13,-40.30,0.157
35.13,-40.28,0.157
35.13,-40.26,0.157
35.14,-40.25,0.157
35.14,-40.23,0.157
35.14,-40.21,0.157
35.14,-40.20,0.157
35.14,-40.18,0.157
35.14,-40.16,0.157
35.14,-40.15,0.157
35.15,-40.13,0.157
35.15,-40.11,0.157
35.15,-40.10,0.158
35.15,-40.08,0.158
35.15,-40.06,0.158
35.16,-40.05,0.158
35.16,-40.03,0.158
35.16,-40.01,0.158
35.16,-40.00,0.158
35.16,-39.98,0.158
35.16,-39.96,0.158
35.16,-39.95,0.158
35.17,-39.93,0.158
35.17,-39.91,0.158
35.17,-39.90,0.158
35.17,-39.88,0.158
35.17,-39.86,0.158
35.18,-39.85,0.158
35.18,-39.83,0.158
35.18,-39.81,0.158
35.18,-39.80,0.158
35.18,-39.78,0.158
35.18,-39.76,0.158
35.19,-39.75,0.158
35.19,-39.73,0.158
35.19,-39.71,0.158
35.19,-39.70,0.158
35.19,-39.68,0.158
35.19,-39.66,0.158
35.19,-39.65,0.158
35.20,-39.63,0.158
35.20,-39.61,0.158
35.20,-39.60,0.158
35.20,-39.58,0.158
35.20,-39.57,0.158
35.21,-39.55,0.158
35.21,-39.53,0.158
35.21,-39.51,0.158
35.21,-39.50,0.158
35.21,-39.48,0.158
35.21,-39.47,0.158
35.21,-39.45,0.158
35.22,-39.43,0.158
35.22,-39.41,0.158
35.22,-39.40,0.158
35.22,-39.38,0.158
35.22,-39.36,0.158
35.23,-39.35,0.158
35.23,-39.33,0.158
35.23,-39.32,0.158
35.23,-39.30,0.158
35.23,-39.28,0.158
35.23,-39.27,0.158
35.24,-39.25,0.158
35.24,-39.23,0.158
35.24,-39.22,0.158
35.24,-39.20,0.158
35.24,-39.18,0.158
35.24,-39.17,0.158
35.24,-39.15,0.158
35.25,-39.13,0.158
35.25,-39.12,0.158
35.25,-39.10,0.158
35.25,-39.08,0.158
35.25,-39.07,0.158
35.26,-39.05,0.159
35.26,-39.03,0.159
35.26,-39.02,0.159
35.26,-39.00,0.159
35.26,-38.98,0.159
35.26,-38.97,0.159
35.26,-38.95,0.159
35.27,-38.93,0.159
35.27,-38.92,0.159
35.27,-38.90,0.159
35.27,-38.88,0.159
35.27,-38.87,0.159
35.28,-38.85,0.159
35.28,-38.83,0.159
35.28,-38.82,0.159
35.28,-38.80,0.159
35.28,-38.78,0.159
35.28,-38.77,0.159
35.29,-38.75,0.159
35.29,-38.73,0.159
35.29,-38.72,0.159
35.29,-38.70,0.159
35.29,-38.68,0.159
35.29,-38.67,0.159
35.29,-38.65,0.159
35.30,-38.63,0.159
35.30,-38.62,0.159
35.30,-38.60,0.159
35.30,-38.58,0.159
35.30,-38.57,0.159
35.31,-38.55,0.159
35.31,-38.53,0.159
35.31,-38.52,0.159
35.31,-38.50,0.159
35.31,-38.48,0.159
35.31,-38.47,0.159
35.31,-38.45,0.159
35.32,-38.43,0.159
35.32,-38.42,0.159
35.32,-38.40,0.159
35.32,-38.38,0.159
35.32,-38.37,0.159
35.33,-38.35,0.159
35.33,-38.33,0.159
35.33,-38.32,0.159
35.33,-38.30,0.159
35.33,-38.28,0.159
35.33,-38.27,0.159
35.34,-38.25,0.159
35.34,-38.24,0.159
35.34,-38.22,0.159
35.34,-38.20,0.159
35.34,-38.18,0.159
35.34,-38.17,0.159
35.34,-38.15,0.159
35.35,-38.13,0.159
35.35,-38.12,0.159
35.35,-38.10,0.159
35.35,-38.08,0.159
35.35,-38.07,0.159
35.36,-38.05,0.159
35.36,-38.03,0.159
35.36,-38.02,0.159
35.36,-38.00,0.159
35.36,-37.99,0.159
35.36,-37.97,0.159
35.36,-37.95,0.159
35.37,-37.94,0.159
35.37,-37.92,0.159
35.37,-37.90,0.159
35.37,-37.89,0.159
35.37,-37.87,0.159
35.38,-37.85,0.159
35.38,-37.84,0.159
35.38,-37.82,0.159
35.38,-37.80,0.159
35.38,-37.78,0.160
35.38,-37.77,0.160
35.39,-37.75,0.160
35.39,-37.74,0.160
35.39,-37.72,0.160
35.39,-37.70,0.160
35.39,-37.69,0.160
35.39,-37.67,0.160
35.39,-37.65,0.160
35.40,-37.64,0.160
35.40,-37.62,0.160
35.40,-37.60,0.160
35.40,-37.59,0.160
35.40,-37.57,0.160
35.41,-37.55,0.160
35.41,-37.54,0.160
35.41,-37.52,0.160
35.41,-37.50,0.160
35.41,-37.49,0.160
35.41,-37.47,0.160
35.41,-37.45,0.160
35.42,-37.44,0.160
35.42,-37.42,0.160
35.42,-37.40,0.160
35.42,-37.39,0.160
35.42,-37.37,0.160
35.43,-37.35,0.160
35.43,-37.33,0.160
35.43,-37.32,0.160
35.43,-37.30,0.160
35.43,-37.28,0.160
35.43,-37.27,0.160
35.44,-37.25,0.160
35.44,-37.24,0.160
35.44,-37.22,0.160
35.44,-37.20,0.160
35.44,-37.19,0.160
35.44,-37.17,0.160
35.44,-37.15,0.160
35.45,-37.13,0.160
35.45,-37.12,0.160
35.45,-37.10,0.160
35.45,-37.08,0.160
35.45,-37.07,0.160
35.46,-37.05,0.160
35.46,-37.04,0.160
35.46,-37.02,0.160
35.46,-37.00,0.160
35.46,-36.99,0.160
35.46,-36.97,0.160
35.46,-36.95,0.160
35.47,-36.93,0.160
35.47,-36.92,0.160
35.47,-36.90,0.160
35.47,-36.89,0.160
35.47,-36.87,0.160
35.48,-36.85,0.160
35.48,-36.84,0.160
35.48,-36.82,0.160
35.48,-36.80,0.160
35.48,-36.79,0.160
35.48,-36.77,0.160
35.49,-36.75,0.160
35.49,-36.74,0.160
35.49,-36.72,0.160
35.49,-36.70,0.160
35.49,-36.68,0.160
35.49,-36.67,0.160
35.49,-36.65,0.160
35.50,-36.64,0.160
35.50,-36.62,0.160
35.50,-36.60,0.160
35.50,-36.59,0.160
35.50,-36.57,0.160
35.51,-36.55,0.160
35.51,-36.54,0.160
35.51,-36.52,0.160
35.51,-36.50,0.160
35.51,-36.49,0.160
35.51,-36.47,0.160
35.51,-36.45,0.160
35.52,-36.44,0.160
35.52,-36.42,0.160
35.52,-36.40,0.161
35.52,-36.39,0.161
35.52,-36.37,0.161
35.53,-36.35,0.161
35.53,-36.34,0.161
35.53,-36.32,0.161
35.53,-36.30,0.161
35.53,-36.29,0.161
35.53,-36.27,0.161
35.54,-36.25,0.161
35.54,-36.24,0.161
35.54,-36.22,0.161
35.54,-36.20,0.161
35.54,-36.19,0.161
35.54,-36.17,0.161
35.54,-36.15,0.161
35.55,-36.14,0.161
35.55,-36.12,0.161
35.55,-36.10,0.161
35.55,-36.09,0.161
35.55,-36.07,0.161
35.56,-36.05,0.161
35.56,-36.04,0.161
35.56,-36.02,0.161
35.56,-36.00,0.161
35.56,-35.99,0.161
35.56,-35.97,0.161
35.56,-35.95,0.161
35.57,-35.94,0.161
35.57,-35.92,0.161
35.57,-35.90,0.161
35.57,-35.89,0.161
35.57,-35.87,0.161
35.58,-35.85,0.161
35.58,-35.84,0.161
35.58,-35.82,0.161
35.58,-35.80,0.161
35.58,-35.79,0.161
35.58,-35.77,0.161
35.59,-35.75,0.161
35.59,-35.74,0.161
35.59,-35.72,0.161
35.59,-35.70,0.161
35.59,-35.69,0.161
35.59,-35.67,0.161
35.59,-35.65,0.161
35.60,-35.64,0.161
35.60,-35.62,0.161
35.60,-35.60,0.161
35.60,-35.59,0.161
35.60,-35.57,0.161
35.61,-35.55,0.161
35.61,-35.54,0.161
35.61,-35.52,0.161
35.61,-35.50,0.161
35.61,-35.49,0.161
35.61,-35.47,0.161
35.61,-35.45,0.161
35.62,-35.44,0.161
35.62,-35.42,0.161
35.62,-35.40,0.161
35.62,-35.39,0.161
35.62,-35.37,0.161
35.63,-35.35,0.161
35.63,-35.34,0.161
35.63,-35.32,0.161
35.63,-35.30,0.161
35.63,-35.29,0.161
35.63,-35.27,0.161
35.64,-35.25,0.161
35.64,-35.24,0.161
35.64,-35.22,0.161
35.64,-35.20,0.161
35.64,-35.19,0.161
35.64,-35.17,0.161
35.64,-35.15,0.161
35.65,-35.14,0.161
35.65,-35.12,0.161
35.65,-35.10,0.161
35.65,-35.09,0.161
35.65,-35.07,0.161
35.66,-35.05,0.161
35.66,-35.04,0.161
35.66,-35.02,0.161
35.66,-35.00,0.161
