************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  0   2   4   5.00107   17.7196   2.20905e-03    0.1%   4    20    20.345
  3   1   4   4.95799   17.8748   9.79930e-03    0.5%   4    26    19.983
  6   0  -2   4.94316   17.9289   1.36203e-04    0.0%   2    40    19.860
 -3   3   2   4.92231   18.0055   7.37532e-04    0.0%   4    22    19.686
  3   3   2   4.88123   18.1582   2.01967e-04    0.0%   4    22    19.347
 -5   1   3   4.88041   18.1613   1.81670e-03    0.1%   4    35    19.341
 -4   2   3   4.87033   18.1992   5.13758e-04    0.0%   4    29    19.258
  6   0   2   4.86101   18.2344   3.42812e-07    0.0%   2    40    19.181
 -1   3   3   4.84043   18.3126   3.03662e-01   14.9%   4    19    19.013
  4   0  -4   4.82878   18.3572   1.02478e-01    5.0%   2    32    18.919
  1   3   3   4.82077   18.3879   4.46861e-04    0.0%   4    19    18.853
 -2   2   4   4.80284   18.4572   8.36391e-03    0.4%   4    24    18.708
  4   2   3   4.79169   18.5005   1.29173e-03    0.1%   4    29    18.618
  5   1   3   4.78211   18.5379   2.28315e-01   11.2%   4    35    18.541
  2   2   4   4.75214   18.6559   2.52240e-01   12.4%   4    24    18.300
  4   0   4   4.72735   18.7546   1.28402e-02    0.6%   2    32    18.102
  0   4   0   4.66250   19.0178   3.83521e-02    1.9%   2    16    17.590
  6   2   0   4.66242   19.0182   6.56128e-02    3.2%   4    40    17.589
 -6   2   1   4.59153   19.3146   4.82770e-02    2.4%   4    41    17.037
  0   4   1   4.57482   19.3858   2.19194e-04    0.0%   4    17    16.908
 -1   1   5   4.56212   19.4403   3.36560e-05    0.0%   4    27    16.810
  6   2   1   4.55814   19.4574   1.13141e-01    5.6%   4    41    16.780
  1   1   5   4.53477   19.5587   2.04857e-03    0.1%   4    27    16.601
  2   4   0   4.47958   19.8021   2.79032e-06    0.0%   4    20    16.182
  5   3   0   4.47954   19.8023   9.64384e-04    0.0%   4    34    16.182
  7   1   0   4.47949   19.8025   8.74952e-03    0.4%   4    50    16.181
 -3   3   3   4.47217   19.8352   2.01969e-06    0.0%   4    27    16.126
  3   3   3   4.42610   20.0438   8.46992e-03    0.4%   4    27    15.781
 -7   1   1   4.41902   20.0763   7.88560e-02    3.9%   4    51    15.728
 -5   3   1   4.41405   20.0991   1.53894e-01    7.6%   4    35    15.692
 -2   4   1   4.40661   20.1333   6.79422e-06    0.0%   4    21    15.636
  2   4   1   4.39670   20.1792   1.17400e-03    0.1%   4    21    15.563
  5   3   1   4.38927   20.2137   1.23162e-01    6.0%   4    35    15.508
  7   1   1   4.38432   20.2368   1.39638e-01    6.9%   4    51    15.471
 -6   2   2   4.36747   20.3157   7.86199e-02    3.9%   4    44    15.347
  0   4   2   4.33877   20.4515   1.50338e-01    7.4%   4    20    15.137
  6   2   2   4.31049   20.5871   7.49051e-03    0.4%   4    44    14.931
 -5   1   4   4.29716   20.6517   1.06894e-02    0.5%   4    42    14.835
 -4   2   4   4.28798   20.6964   5.99524e-05    0.0%   4    36    14.768
 -1   3   4   4.26077   20.8301   8.06170e-02    4.0%   4    26    14.572
 -3   1   5   4.25887   20.8394   4.49617e-02    2.2%   4    35    14.559
  1   3   4   4.24289   20.9188   4.22078e-02    2.1%   4    26    14.445
  0   2   5   4.22560   21.0054   1.39855e-04    0.0%   4    29    14.321
 -7   1   2   4.22039   21.0316   1.64996e-01    8.1%   4    54    14.284
  4   2   4   4.21648   21.0514   3.13863e-04    0.0%   4    36    14.257
 -5   3   2   4.21172   21.0754   3.58235e-02    1.8%   4    38    14.223
  5   1   4   4.20778   21.0954   1.77714e-01    8.7%   4    42    14.195
 -2   4   2   4.19878   21.1411   1.32416e-05    0.0%   4    24    14.131
  3   1   5   4.19308   21.1702   1.15681e-02    0.6%   4    35    14.091
  2   4   2   4.18168   21.2286   2.10492e-04    0.0%   4    24    14.011
  5   3   2   4.16895   21.2941   7.28655e-02    3.6%   4    38    13.921
  7   1   2   4.16051   21.3378   2.95378e-02    1.4%   4    54    13.862
 -2   2   5   4.10801   21.6138   1.44829e-02    0.7%   4    33    13.497
  2   2   5   4.06829   21.8274   2.10032e-04    0.0%   4    33    13.224
 -6   2   3   4.04963   21.9292   1.90263e-01    9.3%   4    49    13.096
  4   4   0   4.03782   21.9941   2.08197e-01   10.2%   4    32    13.016
  8   0   0   4.03775   21.9945   3.39334e-02    1.7%   2    64    13.015
  6   0  -4   4.02945   22.0404   2.09592e-04    0.0%   2    52    12.959
  0   4   3   4.01538   22.1186   5.97775e-02    2.9%   4    25    12.864
 -3   3   4   4.00687   22.1662   5.75001e-04    0.0%   4    34    12.806
 -4   4   1   3.98782   22.2734   3.09000e-02    1.5%   4    33    12.678
  6   2   3   3.98189   22.3070   3.76859e-01   18.5%   4    49    12.639
  4   4   1   3.97316   22.3567   8.80823e-02    4.3%   4    33    12.580
  3   3   4   3.96273   22.4162   2.01075e-03    0.1%   4    34    12.511
  0   0   6   3.95019   22.4884   3.22013e-01   15.8%   2    36    12.427
  6   0   4   3.94117   22.5405   8.40985e-04    0.0%   2    52    12.367
 -7   1   3   3.93332   22.5860   6.16102e-03    0.3%   4    59    12.315
 -5   3   3   3.92279   22.6475   8.30028e-02    4.1%   4    43    12.246
 -2   4   3   3.90712   22.7395   7.96517e-05    0.0%   4    29    12.142
  2   4   3   3.88648   22.8619   4.03670e-03    0.2%   4    29    12.007
  5   3   3   3.87119   22.9534   1.03424e-03    0.1%   4    43    11.907
  7   1   3   3.86108   23.0144   5.59216e-02    2.7%   4    59    11.842
  2   0  -6   3.85695   23.0394   6.97792e-07    0.0%   2    40    11.815
  8   0  -2   3.84822   23.0923   2.64874e-01   13.0%   2    68    11.758
 -1   1   6   3.84698   23.0999   3.05856e-03    0.2%   4    38    11.750
 -4   4   2   3.83510   23.1724   3.71895e-02    1.8%   4    36    11.674
  1   1   6   3.82728   23.2204   1.08311e-02    0.5%   4    38    11.623
  2   0   6   3.81754   23.2805   7.92382e-04    0.0%   2    40    11.561
  4   4   2   3.80913   23.3326   5.10884e-03    0.3%   4    36    11.507
  8   0   2   3.79629   23.4127   2.21579e-01   10.9%   2    68    11.425
 -5   1   5   3.78273   23.4978   1.27370e-01    6.2%   4    51    11.338
 -4   2   5   3.77490   23.5472   1.69821e-04    0.0%   4    45    11.288
 -1   3   5   3.75168   23.6950   2.90861e-03    0.1%   4    35    11.142
  1   3   5   3.73643   23.7932   1.38831e-01    6.8%   4    35    11.046
  4   2   5   3.71388   23.9398   2.17844e-05    0.0%   4    45    10.904
  5   1   5   3.70645   23.9885   3.91847e-02    1.9%   4    51    10.858
  1   5   0   3.70538   23.9955   1.10649e-02    0.5%   4    26    10.851
  7   3   0   3.70532   23.9959   4.00734e-03    0.2%   4    58    10.851
  8   2   0   3.70531   23.9960   1.19317e-04    0.0%   4    68    10.851
 -6   2   4   3.69889   24.0382   3.76078e-03    0.2%   4    56    10.811
 -8   2   1   3.67230   24.2149   8.36126e-05    0.0%   4    69    10.646
 -7   3   1   3.67088   24.2244   3.30287e-02    1.6%   4    59    10.637
  0   4   4   3.66413   24.2697   6.24289e-02    3.1%   4    32    10.596
 -3   1   6   3.66272   24.2792   8.45174e-02    4.1%   4    46    10.587
 -1   5   1   3.66234   24.2818   9.78719e-02    4.8%   4    27    10.585
  1   5   1   3.65948   24.3010   1.08313e-02    0.5%   4    27    10.567
  7   3   1   3.65092   24.3589   2.40076e-05    0.0%   4    59    10.515
  8   2   1   3.64949   24.3686   4.25117e-04    0.0%   4    69    10.506
  0   2   6   3.63729   24.4516   1.03306e-03    0.1%   4    40    10.431
  6   2   4   3.63025   24.4997   1.90878e-01    9.4%   4    56    10.388
  3   1   6   3.61237   24.6229   1.42350e-01    7.0%   4    46    10.279
 -4   4   3   3.61176   24.6271   5.79584e-01   28.4%   4    41    10.276
 -7   1   4   3.61100   24.6324   9.09010e-02    4.5%   4    66    10.271
 -5   3   4   3.60012   24.7080   3.72392e-01   18.3%   4    50    10.205
 -2   4   4   3.58398   24.8210   4.25601e-04    0.0%   4    36    10.108
  4   0  -6   3.57999   24.8491   1.29534e-01    6.4%   2    52    10.084
  4   4   3   3.57934   24.8537   3.95899e-02    1.9%   4    41    10.080
 -3   3   5   3.57752   24.8666   2.90634e-03    0.1%   4    43    10.069
 -2   2   6   3.56411   24.9617   6.00055e-03    0.3%   4    44     9.988
  2   4   4   3.56276   24.9712   1.31981e-03    0.1%   4    36     9.980
 -8   2   2   3.55722   25.0108   2.58591e-05    0.0%   4    72     9.947
 -7   3   2   3.55462   25.0294   7.42992e-02    3.6%   4    62     9.932
  5   3   4   3.54708   25.0835   3.88798e-02    1.9%   4    50     9.887
 -1   5   2   3.53911   25.1409   1.12392e-01    5.5%   4    30     9.839
  3   3   5   3.53826   25.1470   2.82305e-04    0.0%   4    43     9.834
  7   1   4   3.53672   25.1581   2.75370e-01   13.5%   4    66     9.825
  1   5   2   3.53396   25.1781   4.06251e-02    2.0%   4    30     9.809
  2   2   6   3.53294   25.1855   3.16931e-01   15.6%   4    44     9.802
  3   5   0   3.52451   25.2467   3.99233e-03    0.2%   4    34     9.752
  6   4   0   3.52448   25.2469   6.71341e-05    0.0%   4    52     9.752
  9   1   0   3.52444   25.2472   4.04166e-04    0.0%   4    82     9.752
  7   3   2   3.51863   25.2896   2.52801e-04    0.0%   4    62     9.718
  4   0   6   3.51765   25.2967   2.97301e-02    1.5%   2    52     9.712
  8   2   2   3.51608   25.3082   1.33632e-04    0.0%   4    72     9.703
 -9   1   1   3.49724   25.4468   1.48116e-02    0.7%   4    83     9.592
 -6   4   1   3.49356   25.4741   2.70753e-06    0.0%   4    53     9.570
 -3   5   1   3.48987   25.5015   2.31567e-03    0.1%   4    35     9.548
  3   5   1   3.48249   25.5565   2.01150e-02    1.0%   4    35     9.505
  6   4   1   3.47878   25.5841   1.15058e-05    0.0%   4    53     9.484
  9   1   1   3.47508   25.6119   1.05533e-03    0.1%   4    83     9.462
 -9   1   2   3.39855   26.1987   9.08464e-03    0.4%   4    86     9.020
 -6   4   2   3.39177   26.2521   2.43059e-04    0.0%   4    56     8.981
 -3   5   2   3.38501   26.3054   3.09389e-02    1.5%   4    38     8.943
 -8   2   3   3.38132   26.3346   1.09576e-05    0.0%   4    77     8.922
 -7   3   3   3.37797   26.3612   2.28568e-02    1.1%   4    67     8.903
  8   0  -4   3.37178   26.4105   1.78628e-01    8.8%   2    80     8.868
  3   5   2   3.37156   26.4123   3.19911e-03    0.2%   4    38     8.867
  6   4   2   3.36487   26.4657   1.35996e-03    0.1%   4    56     8.829
  9   1   2   3.35821   26.5192   1.68252e-02    0.8%   4    86     8.791
 -1   5   3   3.35803   26.5207   1.62088e-02    0.8%   4    35     8.790
 -6   2   5   3.35649   26.5330   4.78454e-02    2.3%   4    65     8.782
 -4   4   4   3.35413   26.5520   4.01651e-01   19.7%   4    48     8.768
  1   5   3   3.35144   26.5737   1.65438e-02    0.8%   4    35     8.753
 -5   1   6   3.34868   26.5960   1.95885e-01    9.6%   4    62     8.738
 -4   2   6   3.34216   26.6489   1.36275e-04    0.0%   4    56     8.701
  7   3   3   3.33188   26.7326   2.27651e-03    0.1%   4    67     8.643
  8   2   3   3.32865   26.7590   2.32287e-03    0.1%   4    77     8.625
  0   4   5   3.32402   26.7970   3.15141e-02    1.5%   4    41     8.600
 -1   3   6   3.32281   26.8070   3.34527e-04    0.0%   4    46     8.593
 -1   1   7   3.32127   26.8196   1.56094e-04    0.0%   4    51     8.584
  4   4   4   3.31958   26.8335   2.53983e-01   12.5%   4    48     8.575
  1   3   6   3.31009   26.9119   1.78061e-01    8.7%   4    46     8.522
  1   1   7   3.30646   26.9420   8.86942e-04    0.0%   4    51     8.502
  8   0   4   3.30266   26.9736   1.00055e+00   49.1%   2    80     8.481
  6   2   5   3.29243   27.0590   1.68456e-01    8.3%   4    65     8.424
 -7   1   5   3.29144   27.0673   7.46953e-02    3.7%   4    75     8.419
  4   2   6   3.29126   27.0688   2.14190e-04    0.0%   4    56     8.418
  5   1   6   3.28506   27.1209   2.21165e-03    0.1%   4    62     8.383
 -5   3   5   3.28114   27.1539   2.93824e-01   14.4%   4    59     8.362
 -2   4   5   3.26586   27.2833   6.05368e-04    0.0%   4    45     8.278
  2   4   5   3.24580   27.4552   8.76153e-04    0.0%   4    45     8.168
 -9   1   3   3.24517   27.4607   1.78662e-03    0.1%   4    91     8.165
 -6   4   3   3.23630   27.5374   3.93830e-04    0.0%   4    61     8.117
  5   3   5   3.23098   27.5837   4.23816e-02    2.1%   4    59     8.088
  5   5   0   3.23026   27.5900   2.82425e-03    0.1%   4    50     8.084
 10   0   0   3.23020   27.5905   3.72671e-04    0.0%   2   100     8.084
 -3   5   3   3.22749   27.6141   1.85215e-02    0.9%   4    43     8.069
  7   1   5   3.22120   27.6691   1.46828e-01    7.2%   4    75     8.035
  6   0  -6   3.21919   27.6867   6.65165e-05    0.0%   2    72     8.024
  3   5   3   3.21005   27.7672   2.26807e-03    0.1%   4    43     7.975
 -5   5   1   3.20544   27.8078   2.41640e-03    0.1%   4    51     7.950
 -3   1   7   3.20243   27.8345   6.33409e-02    3.1%   4    59     7.934
 -3   3   6   3.20190   27.8393   4.45458e-04    0.0%   4    54     7.931
  6   4   3   3.20141   27.8436   7.45106e-06    0.0%   4    61     7.928
  5   5   1   3.19591   27.8924   3.12859e-03    0.2%   4    51     7.899
  9   1   3   3.19283   27.9199   9.07897e-02    4.5%   4    91     7.882
  0   2   7   3.18258   28.0117   3.60160e-05    0.0%   4    53     7.827
 -8   2   4   3.17086   28.1173   6.49401e-05    0.0%   4    84     7.765
  3   3   6   3.16809   28.1424   6.89986e-04    0.0%   4    54     7.750
 -7   3   4   3.16717   28.1508   4.42280e-03    0.2%   4    74     7.745
  3   1   7   3.16307   28.1880   1.78303e-01    8.7%   4    59     7.724
  6   0   6   3.15157   28.2930   2.95441e-03    0.1%   2    72     7.663
 -1   5   4   3.14527   28.3508   4.59914e-04    0.0%   4    42     7.630
  1   5   4   3.13806   28.4173   1.17314e-04    0.0%   4    42     7.592
 -2   2   7   3.13499   28.4457   1.60425e-02    0.8%   4    57     7.575
 10   0  -2   3.13424   28.4527   1.51987e-03    0.1%   2   104     7.571
 -5   5   2   3.12538   28.5350   1.35217e-03    0.1%   4    54     7.525
  7   3   4   3.11669   28.6163   2.30922e-02    1.1%   4    74     7.480
  8   2   4   3.11317   28.6494   1.06053e-03    0.1%   4    84     7.461
  2   2   7   3.11022   28.6772   1.06310e-02    0.5%   4    57     7.446
  0   6   0   3.10833   28.6949   6.97057e-04    0.0%   2    36     7.436
  9   3   0   3.10828   28.6954   7.38097e-03    0.4%   4    90     7.436
  5   5   2   3.10779   28.7001   8.00161e-03    0.4%   4    54     7.433
 10   0   2   3.09905   28.7827   3.60675e-03    0.2%   2   104     7.388
 -4   4   5   3.09083   28.8609   2.76199e-01   13.6%   4    57     7.345
 -9   3   1   3.08958   28.8729   2.16587e-04    0.0%   4    91     7.338
  0   6   1   3.08194   28.9460   5.27266e-04    0.0%   4    37     7.299
  9   3   1   3.07426   29.0199   5.86457e-03    0.3%   4    91     7.259
 -9   1   4   3.05860   29.1718   1.13006e-02    0.6%   4    98     7.179
  4   4   5   3.05707   29.1867   5.55972e-02    2.7%   4    57     7.171
  2   6   0   3.05232   29.2331   2.93432e-03    0.1%   4    40     7.147
  8   4   0   3.05228   29.2335   4.67083e-05    0.0%   4    80     7.147
 10   2   0   3.05226   29.2337   1.78746e-02    0.9%   4   104     7.146
 -6   4   4   3.04869   29.2687   3.03606e-03    0.1%   4    68     7.128
 -6   2   6   3.04296   29.3250   2.07190e-02    1.0%   4    76     7.099
 -3   5   4   3.03888   29.3653   2.19038e-05    0.0%   4    50     7.078
-10   2   1   3.03536   29.4002   3.42589e-03    0.2%   4   105     7.060
 -8   4   1   3.03375   29.4160   6.54504e-03    0.3%   4    81     7.052
 -2   6   1   3.02893   29.4639   1.01412e-02    0.5%   4    41     7.028
  2   6   1   3.02571   29.4960   1.45470e-02    0.7%   4    41     7.011
 -9   3   2   3.02090   29.5441   2.93278e-02    1.4%   4    94     6.987
  8   4   1   3.02085   29.5445   1.31598e-05    0.0%   4    81     6.987
  3   5   4   3.01949   29.5582   7.92159e-03    0.4%   4    50     6.980
 10   2   1   3.01923   29.5608   3.27045e-03    0.2%   4   105     6.978
  0   4   6   3.01393   29.6140   6.44965e-02    3.2%   4    52     6.952
  6   4   4   3.00992   29.6543   8.20449e-06    0.0%   4    68     6.931
  0   6   2   3.00663   29.6875   3.08895e-04    0.0%   4    40     6.915
 -5   5   3   3.00170   29.7373   8.54091e-04    0.0%   4    59     6.890
  9   1   4   3.00042   29.7503   5.48874e-02    2.7%   4    98     6.884
 -7   1   6   2.99502   29.8052   8.66532e-05    0.0%   4    86     6.856
  9   3   2   2.99246   29.8313   2.74067e-02    1.3%   4    94     6.844
 -5   1   7   2.98769   29.8801   5.89547e-02    2.9%   4    75     6.820
 -5   3   6   2.98571   29.9003   5.87546e-02    2.9%   4    70     6.810
  6   2   6   2.98566   29.9008   3.37665e-03    0.2%   4    76     6.810
 -4   2   7   2.98228   29.9355   1.00049e-04    0.0%   4    69     6.793
  5   5   3   2.97840   29.9755   1.90758e-03    0.1%   4    59     6.773
 -2   4   6   2.97189   30.0426   2.83776e-04    0.0%   4    56     6.741
-10   2   2   2.97092   30.0527   1.14696e-02    0.6%   4   108     6.736
 -8   4   2   2.96790   30.0840   8.15330e-03    0.4%   4    84     6.721
 -1   3   7   2.96623   30.1013   5.35429e-04    0.0%   4    59     6.713
  0   0   8   2.96264   30.1387   3.58178e-02    1.8%   2    64     6.695
 -2   6   2   2.95885   30.1781   5.19593e-02    2.5%   4    44     6.676
  1   3   7   2.95567   30.2114   7.14601e-02    3.5%   4    59     6.660
  2   4   6   2.95375   30.2315   3.14980e-04    0.0%   4    56     6.651
  2   6   2   2.95285   30.2410   3.27559e-02    1.6%   4    44     6.646
 -8   2   5   2.94863   30.2853   1.12651e-05    0.0%   4    93     6.626
 -7   3   5   2.94492   30.3243   2.03724e-03    0.1%   4    83     6.607
  8   4   2   2.94388   30.3354   8.90827e-03    0.4%   4    84     6.602
 10   2   2   2.94090   30.3669   2.00779e-02    1.0%   4   108     6.588
  5   3   6   2.94035   30.3726   4.97450e-04    0.0%   4    70     6.585
  4   2   7   2.94003   30.3760   7.34354e-05    0.0%   4    69     6.583
  5   1   7   2.93487   30.4307   7.15550e-04    0.0%   4    75     6.558
  7   1   6   2.93151   30.4664   1.38958e-02    0.7%   4    86     6.541
  2   0  -8   2.92560   30.5295   2.08257e-04    0.0%   2    68     6.512
 -1   5   5   2.92293   30.5580   1.05585e-03    0.1%   4    51     6.499
 -1   1   8   2.91979   30.5917   9.27856e-06    0.0%   4    66     6.484
  1   5   5   2.91570   30.6357   5.50187e-06    0.0%   4    51     6.464
 -9   3   3   2.91165   30.6794   3.74466e-02    1.8%   4    99     6.444
  1   1   8   2.90829   30.7157   8.05607e-03    0.4%   4    66     6.428
  2   0   8   2.90258   30.7775   2.31999e-04    0.0%   2    68     6.400
  4   6   0   2.90086   30.7962   3.02719e-05    0.0%   4    52     6.392
  7   5   0   2.90085   30.7964   5.19647e-04    0.0%   4    74     6.392
 11   1   0   2.90081   30.7968   8.55783e-04    0.0%   4   122     6.392
  7   3   5   2.89430   30.8678   4.19703e-03    0.2%   4    83     6.360
  0   6   3   2.89251   30.8874   8.25678e-04    0.0%   4    45     6.351
  8   2   5   2.89077   30.9064   1.51132e-03    0.1%   4    93     6.343
-11   1   1   2.88698   30.9480   5.18780e-03    0.3%   4   123     6.325
 -7   5   1   2.88423   30.9783   8.71782e-04    0.0%   4    75     6.311
 -4   6   1   2.88216   31.0011   1.47511e-04    0.0%   4    53     6.301
 -3   3   7   2.88065   31.0177   1.48551e-06    0.0%   4    67     6.294
  4   6   1   2.87661   31.0624   3.96725e-04    0.0%   4    53     6.275
  7   5   1   2.87452   31.0856   3.34350e-03    0.2%   4    75     6.265
  9   3   3   2.87366   31.0951   4.37091e-02    2.1%   4    99     6.260
 11   1   1   2.87172   31.1166   4.38788e-03    0.2%   4   123     6.251
-10   2   3   2.86750   31.1636   1.12354e-01    5.5%   4   113     6.231
 -8   4   3   2.86342   31.2092   4.21128e-03    0.2%   4    89     6.211
 10   0  -4   2.86303   31.2134   2.57128e-04    0.0%   2   116     6.209
 -9   1   5   2.85839   31.2654   6.97994e-03    0.3%   4   107     6.187
  8   0  -6   2.85559   31.2968   1.11902e-01    5.5%   2   100     6.174
  3   3   7   2.85191   31.3383   2.18743e-03    0.1%   4    67     6.156
 -2   6   3   2.85124   31.3458   7.06058e-03    0.3%   4    49     6.153
 -5   5   4   2.84953   31.3652   2.53715e-03    0.1%   4    66     6.145
 -6   4   5   2.84829   31.3792   2.65543e-04    0.0%   4    77     6.139
  2   6   3   2.84319   31.4369   6.61046e-03    0.3%   4    49     6.115
 -4   4   6   2.83951   31.4787   1.13011e-04    0.0%   4    68     6.097
 -3   1   8   2.83939   31.4800   3.08593e-02    1.5%   4    74     6.097
 -3   5   5   2.83828   31.4927   1.77690e-03    0.1%   4    59     6.091
-11   1   2   2.83203   31.5640   1.52563e-03    0.1%   4   126     6.062
  8   4   3   2.83122   31.5733   3.51060e-02    1.7%   4    89     6.058
 10   2   3   2.82725   31.6188   2.15286e-02    1.1%   4   113     6.039
 -7   5   2   2.82680   31.6239   9.20957e-07    0.0%   4    78     6.037
  0   2   8   2.82356   31.6612   3.17860e-04    0.0%   4    68     6.022
  5   5   4   2.82300   31.6676   1.22488e-04    0.0%   4    66     6.019
 -4   6   2   2.82289   31.6689   2.71017e-04    0.0%   4    56     6.019
  3   5   5   2.81855   31.7189   7.98743e-03    0.4%   4    59     5.998
  4   6   2   2.81249   31.7891   5.43476e-04    0.0%   4    56     5.970
 10   0   4   2.80998   31.8182   2.35777e-04    0.0%   2   116     5.958
  6   4   5   2.80883   31.8316   3.50362e-04    0.0%   4    77     5.952
  7   5   2   2.80860   31.8343   8.15252e-04    0.0%   4    78     5.951
  4   4   6   2.80810   31.8401   4.36519e-03    0.2%   4    68     5.949
  3   1   8   2.80799   31.8414   2.53141e-02    1.2%   4    74     5.948
 11   1   2   2.80343   31.8946   2.04951e-02    1.0%   4   126     5.927
  4   0  -8   2.80160   31.9159   3.95387e-02    1.9%   2    80     5.919
  9   1   5   2.79919   31.9441   5.16470e-03    0.3%   4   107     5.907
  8   0   6   2.79276   32.0197   2.84232e-03    0.1%   2   100     5.877
 -2   2   8   2.79144   32.0352   1.12738e-05    0.0%   4    72     5.871
 -9   3   4   2.77462   32.2347   8.50715e-03    0.4%   4   106     5.793
  2   2   8   2.77143   32.2729   3.12095e-02    1.5%   4    72     5.778
 -6   2   7   2.76512   32.3485   4.49826e-02    2.2%   4    89     5.749
  4   0   8   2.76157   32.3912   1.47332e-02    0.7%   2    80     5.732
