************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
 -4   2   2   3.56142   24.9808   1.27260e-02    0.4%   4    24     9.972
 -1   1   4   3.56004   24.9907   2.28425e-03    0.1%   4    18     9.964
  2   1   3   3.55623   25.0178   2.31508e-02    0.8%   4    14     9.941
 -3   2   3   3.55166   25.0506   4.89685e-02    1.6%   4    22     9.914
  4   2   0   3.54819   25.0755   2.93906e-02    1.0%   4    20     9.893
 -2   3   1   3.53247   25.1889   2.88857e-01    9.5%   4    14     9.800
  2   3   0   3.52923   25.2124   7.44458e-05    0.0%   4    13     9.780
 -3   1   4   3.46415   25.6941   1.26275e-02    0.4%   4    26     9.398
  5   1   0   3.44104   25.8696   1.09689e-01    3.6%   4    26     9.264
  1   2   3   3.43125   25.9447   5.68932e-03    0.2%   4    14     9.208
 -1   3   2   3.41785   26.0482   1.43398e-01    4.7%   4    14     9.131
  0   1   4   3.41163   26.0965   2.56188e-01    8.4%   4    17     9.095
  4   0  -4   3.38604   26.2973   7.82916e-03    0.3%   2    32     8.949
  0   3   2   3.37921   26.3514   7.19461e-04    0.0%   4    13     8.910
  4   0   2   3.35226   26.5671   4.66308e-02    1.5%   2    20     8.758
 -2   3   2   3.33729   26.6885   1.20905e-04    0.0%   4    17     8.674
  2   3   1   3.32911   26.7553   1.52411e-01    5.0%   4    14     8.628
 -5   1   3   3.32052   26.8258   6.63613e-02    2.2%   4    35     8.580
  1   0   4   3.30538   26.9510   9.28113e-03    0.3%   2    17     8.496
  3   2   2   3.28578   27.1148   4.83145e-07    0.0%   4    17     8.387
 -3   3   1   3.27919   27.1703   4.68998e-03    0.2%   4    19     8.351
 -4   2   3   3.27491   27.2065   5.77005e-02    1.9%   4    29     8.328
  4   2   1   3.25441   27.3812   3.09708e-02    1.0%   4    21     8.215
 -4   1   4   3.24831   27.4337   1.88963e-01    6.2%   4    33     8.182
  3   3   0   3.23311   27.5651   5.04166e-01   16.6%   4    18     8.099
  1   3   2   3.23265   27.5692   3.64277e-05    0.0%   4    14     8.097
  4   1   2   3.21844   27.6933   1.11575e-02    0.4%   4    21     8.020
  1   1   4   3.17689   28.0629   1.55233e-02    0.5%   4    18     7.797
 -5   2   1   3.17181   28.1087   7.20779e-03    0.2%   4    30     7.770
  6   0  -2   3.16137   28.2035   5.78288e-02    1.9%   2    40     7.715
 -3   3   2   3.16035   28.2128   6.75567e-02    2.2%   4    22     7.709
 -2   2   4   3.15124   28.2960   1.19147e-04    0.0%   4    24     7.661
 -5   2   2   3.13912   28.4075   1.52213e-03    0.1%   4    33     7.597
 -1   2   4   3.13785   28.4193   7.81360e-02    2.6%   4    21     7.590
  2   2   3   3.13524   28.4434   4.90190e-05    0.0%   4    17     7.577
  5   1   1   3.13168   28.4765   1.07428e-01    3.5%   4    27     7.558
  3   1   3   3.13083   28.4843   6.79555e-02    2.2%   4    19     7.554
  5   0  -4   3.08880   28.8803   2.82892e-03    0.1%   2    41     7.334
 -3   2   4   3.07160   29.0456   7.10451e-02    2.3%   4    29     7.246
  5   2   0   3.05545   29.2025   5.08453e-02    1.7%   4    29     7.163
 -1   3   3   3.04898   29.2658   4.89915e-04    0.0%   4    19     7.130
 -6   1   2   3.04839   29.2716   1.07968e-01    3.6%   4    41     7.127
 -6   1   1   3.04216   29.3330   4.43932e-02    1.5%   4    38     7.095
  3   3   1   3.04106   29.3438   5.59164e-04    0.0%   4    19     7.089
  0   2   4   3.03481   29.4056   4.79140e-02    1.6%   4    20     7.057
 -2   3   3   3.02572   29.4960   1.37895e-02    0.5%   4    22     7.011
  2   3   2   3.01557   29.5974   4.62043e-03    0.2%   4    17     6.960
  6   0   0   3.00507   29.7032   2.06196e-01    6.8%   2    36     6.907
  2   0   4   3.00358   29.7184   5.03724e-01   16.6%   2    20     6.899
 -4   3   1   2.98799   29.8770   3.22323e-03    0.1%   4    26     6.821
  0   3   3   2.98726   29.8845   2.12418e-04    0.0%   4    18     6.818
 -5   1   4   2.98318   29.9263   1.86505e-02    0.6%   4    42     6.797
 -5   2   3   2.97014   30.0608   1.37799e-03    0.0%   4    38     6.732
 -4   3   2   2.92842   30.4993   2.60353e-04    0.0%   4    29     6.526
 -6   1   3   2.92397   30.5470   8.54755e-03    0.3%   4    46     6.504
 -3   3   3   2.92299   30.5574   1.39135e-03    0.0%   4    27     6.500
 -2   1   5   2.92259   30.5617   1.42501e-02    0.5%   4    30     6.498
  4   3   0   2.92105   30.5781   1.58258e-03    0.1%   4    25     6.490
 -4   2   4   2.91812   30.6096   1.27039e-03    0.0%   4    36     6.476
  6   1   0   2.90754   30.7237   2.40499e-02    0.8%   4    37     6.424
  2   1   4   2.90619   30.7384   4.02378e-02    1.3%   4    21     6.418
  4   2   2   2.89641   30.8447   1.08795e-02    0.4%   4    24     6.370
 -3   1   5   2.88864   30.9298   4.61489e-04    0.0%   4    35     6.333
 -1   1   5   2.88124   31.0112   3.13115e-03    0.1%   4    27     6.297
  0   4   0   2.87650   31.0636   2.67317e-02    0.9%   2    16     6.274
  5   0   2   2.86633   31.1766   1.14670e-03    0.0%   2    29     6.225
  1   2   4   2.86601   31.1802   7.83561e-02    2.6%   4    21     6.224
  1   3   3   2.85476   31.3062   3.37038e-05    0.0%   4    19     6.170
  1   4   0   2.84058   31.4666   1.74724e-02    0.6%   4    17     6.102
  5   2   1   2.83269   31.5565   1.87663e-02    0.6%   4    30     6.065
  3   2   3   2.83206   31.5637   2.05754e-02    0.7%   4    22     6.062
  0   4   1   2.81993   31.7030   2.65889e-02    0.9%   4    17     6.005
 -1   4   1   2.81374   31.7746   3.36530e-03    0.1%   4    18     5.975
  6   0  -4   2.78899   32.0642   1.19886e-01    3.9%   2    52     5.860
 -4   1   5   2.78680   32.0901   5.95770e-04    0.0%   4    42     5.849
  5   1   2   2.78133   32.1548   3.89621e-03    0.1%   4    30     5.824
  0   1   5   2.77355   32.2475   3.28676e-02    1.1%   4    26     5.788
 -6   2   2   2.77061   32.2827   2.82231e-03    0.1%   4    44     5.774
  3   3   2   2.76933   32.2979   1.93655e-03    0.1%   4    22     5.768
 -6   2   1   2.76592   32.3389   2.54355e-02    0.8%   4    41     5.753
 -4   3   3   2.76281   32.3762   3.32241e-02    1.1%   4    34     5.738
  4   1   3   2.76165   32.3903   2.91552e-03    0.1%   4    26     5.733
  1   4   1   2.75918   32.4200   1.16370e-02    0.4%   4    18     5.721
  4   3   1   2.75048   32.5255   2.25683e-01    7.4%   4    26     5.681
 -2   4   1   2.74190   32.6300   4.11610e-03    0.1%   4    21     5.642
  2   4   0   2.74039   32.6486   1.03490e-02    0.3%   4    20     5.635
  7   0  -2   2.72165   32.8797   8.88536e-03    0.3%   2    53     5.550
 -5   2   4   2.72137   32.8832   1.19403e-02    0.4%   4    45     5.548
 -6   1   4   2.71050   33.0189   4.43692e-06    0.0%   4    53     5.499
  3   0   4   2.70848   33.0441   3.86607e-03    0.1%   2    25     5.490
 -5   3   1   2.70006   33.1501   6.61617e-03    0.2%   4    35     5.452
  6   1   1   2.68877   33.2934   6.50873e-03    0.2%   4    38     5.401
 -2   3   4   2.68734   33.3116   7.54946e-03    0.2%   4    29     5.395
 -1   4   2   2.68725   33.3127   1.51724e-02    0.5%   4    21     5.394
 -5   3   2   2.67982   33.4079   6.84974e-03    0.2%   4    38     5.361
 -1   3   4   2.67902   33.4181   1.04749e-03    0.0%   4    26     5.358
  2   3   3   2.67740   33.4389   3.75981e-03    0.1%   4    22     5.350
 -6   2   3   2.67619   33.4544   3.16793e-03    0.1%   4    49     5.345
 -2   2   5   2.67514   33.4680   3.44946e-02    1.1%   4    33     5.340
  0   4   2   2.66835   33.5557   2.24176e-04    0.0%   4    20     5.310
  6   2   0   2.66358   33.6175   1.18427e-02    0.4%   4    40     5.289
  2   2   4   2.66254   33.6310   1.61769e-02    0.5%   4    24     5.284
 -3   2   5   2.64903   33.8077   7.73086e-05    0.0%   4    38     5.224
 -7   1   2   2.64856   33.8139   4.05579e-02    1.3%   4    54     5.222
 -2   4   2   2.64756   33.8270   5.16199e-05    0.0%   4    24     5.218
  2   4   1   2.64347   33.8810   4.56929e-04    0.0%   4    21     5.200
 -1   2   5   2.64332   33.8830   6.13158e-04    0.0%   4    30     5.199
 -3   3   4   2.63744   33.9609   1.31004e-02    0.4%   4    34     5.173
 -5   1   5   2.63675   33.9700   4.41502e-02    1.5%   4    51     5.170
  3   1   4   2.63642   33.9743   2.74066e-03    0.1%   4    26     5.169
  5   3   0   2.62720   34.0973   8.32164e-02    2.7%   4    34     5.128
 -7   1   1   2.62144   34.1744   7.76194e-02    2.6%   4    51     5.103
  1   1   5   2.61996   34.1944   2.07090e-02    0.7%   4    27     5.097
 -3   4   1   2.61827   34.2170   1.67991e-03    0.1%   4    26     5.089
  0   3   4   2.61403   34.2742   1.37752e-02    0.5%   4    25     5.071
  3   4   0   2.59464   34.5385   2.11048e-05    0.0%   4    25     4.987
  1   4   2   2.59440   34.5418   2.79129e-03    0.1%   4    21     4.986
 -7   1   3   2.58729   34.6396   3.70973e-02    1.2%   4    59     4.955
  7   0   0   2.57577   34.7995   2.03873e-03    0.1%   2    49     4.905
 -5   3   3   2.57236   34.8471   2.98008e-03    0.1%   4    43     4.891
 -4   2   5   2.56983   34.8826   1.03606e-02    0.3%   4    45     4.880
  5   2   2   2.56554   34.9428   3.38081e-03    0.1%   4    33     4.861
  0   2   5   2.55943   35.0289   1.12742e-02    0.4%   4    29     4.835
 -3   4   2   2.55658   35.0692   1.38413e-02    0.5%   4    29     4.823
  4   2   3   2.55007   35.1617   7.96902e-02    2.6%   4    29     4.796
 -4   3   4   2.53835   35.3293   2.54900e-04    0.0%   4    41     4.746
  4   3   2   2.52403   35.5365   6.37051e-04    0.0%   4    29     4.686
  7   1   0   2.51356   35.6894   3.21934e-05    0.0%   4    50     4.642
  2   0  -6   2.51298   35.6978   3.14468e-02    1.0%   2    40     4.639
  7   0  -4   2.51213   35.7104   5.64335e-04    0.0%   2    65     4.636
  3   0  -6   2.51104   35.7264   1.84929e-03    0.1%   2    45     4.631
 -6   2   4   2.50963   35.7472   4.37758e-03    0.1%   4    56     4.625
  1   3   4   2.50383   35.8327   3.35449e-03    0.1%   4    26     4.601
 -1   4   3   2.49653   35.9411   1.25981e-06    0.0%   4    26     4.571
  6   0   2   2.49535   35.9587   3.01283e-05    0.0%   2    40     4.566
  6   2   1   2.49235   36.0034   2.10565e-04    0.0%   4    41     4.554
  3   4   1   2.49218   36.0060   4.36690e-03    0.1%   4    26     4.553
 -2   4   3   2.48371   36.1330   8.95997e-03    0.3%   4    29     4.518
  5   3   1   2.48152   36.1660   7.69942e-04    0.0%   4    35     4.509
  3   3   3   2.48110   36.1724   4.46393e-04    0.0%   4    27     4.507
  2   4   2   2.47809   36.2178   3.05959e-03    0.1%   4    24     4.495
  1   0  -6   2.46739   36.3804   9.66016e-05    0.0%   2    37     4.451
 -4   4   1   2.46272   36.4518   2.52604e-02    0.8%   4    33     4.432
  0   4   3   2.46231   36.4581   2.72344e-02    0.9%   4    25     4.430
  4   0  -6   2.46188   36.4647   5.42250e-03    0.2%   2    52     4.428
 -6   1   5   2.46140   36.4721   2.84687e-02    0.9%   4    62     4.426
 -7   2   2   2.46023   36.4900   3.55454e-03    0.1%   4    57     4.421
 -2   1   6   2.45511   36.5687   1.15655e-02    0.4%   4    41     4.400
 -7   1   4   2.45431   36.5810   2.74414e-03    0.1%   4    66     4.397
 -3   1   6   2.45330   36.5967   1.26990e-02    0.4%   4    46     4.393
  5   1   3   2.45167   36.6218   1.57169e-02    0.5%   4    35     4.386
 -5   2   5   2.45075   36.6361   1.20868e-03    0.0%   4    54     4.383
  3   2   4   2.45049   36.6401   2.54685e-04    0.0%   4    29     4.382
  2   1   5   2.44321   36.7532   4.31873e-02    1.4%   4    30     4.352
  4   0   4   2.44020   36.8002   1.31286e-02    0.4%   2    32     4.340
 -6   3   2   2.43946   36.8117   5.14633e-04    0.0%   4    49     4.337
  6   1   2   2.43866   36.8242   7.97055e-03    0.3%   4    41     4.334
 -7   2   1   2.43845   36.8275   2.12794e-03    0.1%   4    54     4.333
  1   2   5   2.43725   36.8463   1.10536e-02    0.4%   4    30     4.328
 -6   3   1   2.43626   36.8618   7.78404e-03    0.3%   4    46     4.324
 -4   4   2   2.42904   36.9753   4.79188e-06    0.0%   4    36     4.295
 -3   4   3   2.42594   37.0243   2.44365e-03    0.1%   4    34     4.282
  4   4   0   2.42484   37.0418   1.58040e-02    0.5%   4    32     4.278
 -1   1   6   2.41254   37.2375   3.05058e-04    0.0%   4    38     4.228
 -7   2   3   2.41089   37.2639   1.70125e-02    0.6%   4    62     4.222
 -4   1   6   2.40739   37.3201   7.33217e-03    0.2%   4    53     4.208
 -5   3   4   2.40565   37.3480   7.38611e-03    0.2%   4    50     4.201
  4   1   4   2.38710   37.6491   8.94235e-04    0.0%   4    33     4.127
  1   4   3   2.38651   37.6588   2.70423e-03    0.1%   4    26     4.125
  8   0  -2   2.38301   37.7163   1.53697e-03    0.1%   2    68     4.111
  0   0   6   2.38152   37.7408   1.78208e-03    0.1%   2    36     4.105
 -6   3   3   2.37428   37.8602   7.67442e-02    2.5%   4    54     4.077
 -2   3   5   2.37354   37.8724   5.10945e-03    0.2%   4    38     4.074
  5   0  -6   2.37328   37.8768   2.55913e-04    0.0%   2    61     4.073
  6   3   0   2.36546   38.0068   2.01113e-03    0.1%   4    45     4.042
  2   3   4   2.36473   38.0189   7.70714e-04    0.0%   4    29     4.039
 -3   3   5   2.35525   38.1779   1.45244e-04    0.0%   4    43     4.002
  7   1   1   2.35159   38.2396   6.13680e-03    0.2%   4    51     3.988
 -1   3   5   2.35123   38.2456   4.88909e-04    0.0%   4    35     3.986
  7   2   0   2.35090   38.2513   1.26224e-02    0.4%   4    53     3.985
  3   4   2   2.33592   38.5061   1.09066e-03    0.0%   4    29     3.927
 -8   1   2   2.33348   38.5480   8.42432e-04    0.0%   4    69     3.918
  0   1   6   2.33209   38.5720   6.58109e-02    2.2%   4    37     3.912
 -4   4   3   2.33201   38.5734   9.34327e-03    0.3%   4    41     3.912
  4   4   1   2.32457   38.7016   6.19393e-02    2.0%   4    33     3.883
 -5   1   6   2.32435   38.7055   1.72187e-02    0.6%   4    62     3.882
 -6   2   5   2.30805   38.9898   2.18264e-02    0.7%   4    65     3.820
 -8   1   3   2.30658   39.0156   4.22169e-04    0.0%   4    74     3.814
 -2   2   6   2.30287   39.0811   2.87879e-02    0.9%   4    44     3.800
 -7   2   4   2.30221   39.0927   1.18724e-02    0.4%   4    69     3.798
 -3   2   6   2.30137   39.1076   2.20370e-03    0.1%   4    49     3.794
  5   2   3   2.30003   39.1313   4.31501e-03    0.1%   4    38     3.789
 -8   1   1   2.29939   39.1427   2.10856e-03    0.1%   4    66     3.787
 -4   3   5   2.29906   39.1486   8.73940e-02    2.9%   4    50     3.786
  5   3   2   2.29599   39.2031   1.78626e-03    0.1%   4    38     3.774
 -5   4   1   2.29390   39.2402   6.56729e-02    2.2%   4    42     3.766
  2   2   5   2.29304   39.2555   3.10131e-02    1.0%   4    33     3.763
  0   3   5   2.29160   39.2811   8.48766e-04    0.0%   4    34     3.757
  6   2   2   2.28928   39.3227   9.29493e-05    0.0%   4    44     3.749
 -2   4   4   2.28609   39.3798   1.60058e-03    0.1%   4    36     3.736
  4   3   3   2.28488   39.4016   1.41903e-02    0.5%   4    34     3.732
  1   5   0   2.28268   39.4410   6.91398e-03    0.2%   4    26     3.724
 -5   4   2   2.28144   39.4633   7.01486e-02    2.3%   4    45     3.719
 -1   4   4   2.28095   39.4721   9.61310e-06    0.0%   4    33     3.717
  2   4   3   2.27995   39.4902   2.81538e-02    0.9%   4    29     3.713
 -7   1   5   2.27960   39.4965   1.92284e-02    0.6%   4    75     3.712
  0   5   1   2.27193   39.6355   3.30834e-03    0.1%   4    26     3.683
 -1   5   1   2.26869   39.6945   4.05112e-02    1.3%   4    27     3.671
 -1   2   6   2.26763   39.7138   4.02245e-03    0.1%   4    41     3.667
  8   0  -4   2.26741   39.7178   2.26662e-04    0.0%   2    80     3.666
  1   0   6   2.26730   39.7197   9.97199e-05    0.0%   2    37     3.666
 -4   2   6   2.26335   39.7921   1.22327e-03    0.0%   4    56     3.651
  3   1   5   2.26156   39.8248   5.98223e-03    0.2%   4    35     3.644
  6   0  -6   2.25736   39.9020   7.95588e-02    2.6%   2    72     3.629
 -6   3   4   2.25565   39.9336   4.30191e-04    0.0%   4    61     3.622
 -3   4   4   2.25512   39.9434   1.90632e-02    0.6%   4    41     3.620
  8   0   0   2.25380   39.9678   6.06192e-04    0.0%   2    64     3.615
  5   4   0   2.24871   40.0621   1.87296e-01    6.2%   4    41     3.597
  4   2   4   2.24647   40.1039   1.49819e-02    0.5%   4    36     3.588
  6   3   1   2.24308   40.1670   5.00221e-02    1.6%   4    46     3.576
  0   4   4   2.24044   40.2163   3.12072e-03    0.1%   4    32     3.566
  1   5   1   2.23979   40.2285   2.44012e-03    0.1%   4    27     3.563
 -2   5   1   2.23052   40.4030   7.90848e-03    0.3%   4    30     3.529
  2   5   0   2.22971   40.4184   1.19885e-01    3.9%   4    29     3.526
 -8   1   4   2.22463   40.5148   9.44957e-04    0.0%   4    81     3.508
  1   1   6   2.22453   40.5167   2.19175e-07    0.0%   4    38     3.507
 -7   3   2   2.21958   40.6110   4.84837e-03    0.2%   4    62     3.489
  7   2   1   2.21679   40.6643   1.09841e-03    0.0%   4    54     3.479
 -6   1   6   2.21513   40.6960   1.54848e-02    0.5%   4    73     3.473
 -5   4   3   2.21404   40.7170   3.37153e-03    0.1%   4    50     3.469
 -5   3   5   2.21261   40.7445   2.44774e-03    0.1%   4    59     3.464
  3   3   4   2.21242   40.7482   1.64190e-02    0.5%   4    34     3.463
  8   1   0   2.21177   40.7607   2.75573e-07    0.0%   4    65     3.461
  7   0   2   2.20525   40.8867   3.08712e-03    0.1%   2    53     3.437
  5   0   4   2.20480   40.8952   4.86543e-03    0.2%   2    41     3.435
 -7   3   1   2.20355   40.9196   2.40067e-04    0.0%   4    59     3.431
  1   3   5   2.20266   40.9367   3.53248e-03    0.1%   4    35     3.428
 -8   2   2   2.20161   40.9573   1.20969e-02    0.4%   4    72     3.424
 -1   5   2   2.20080   40.9729   1.87141e-03    0.1%   4    30     3.421
  0   2   6   2.20043   40.9801   5.36416e-04    0.0%   4    40     3.419
 -5   2   6   2.19393   41.1071   8.00302e-05    0.0%   4    65     3.396
  6   1   3   2.19384   41.1088   2.94716e-03    0.1%   4    46     3.396
 -4   4   4   2.19224   41.1402   1.88409e-03    0.1%   4    48     3.390
  0   5   2   2.19038   41.1766   5.17692e-03    0.2%   4    29     3.383
 -7   3   3   2.18315   41.3194   7.34072e-03    0.2%   4    67     3.357
  4   4   2   2.18299   41.3224   2.27935e-02    0.7%   4    36     3.357
 -8   2   3   2.17897   41.4022   1.82012e-02    0.6%   4    77     3.342
 -2   5   2   2.17884   41.4047   1.07268e-02    0.4%   4    33     3.342
  2   5   1   2.17656   41.4501   2.84048e-02    0.9%   4    30     3.333
 -8   2   1   2.17290   41.5231   1.69786e-02    0.6%   4    69     3.320
  1   4   4   2.16989   41.5835   1.19582e-02    0.4%   4    33     3.310
  7   1   2   2.16583   41.6651   1.97421e-02    0.6%   4    54     3.295
  5   1   4   2.16541   41.6736   5.19733e-03    0.2%   4    42     3.294
 -3   5   1   2.16243   41.7336   6.92263e-03    0.2%   4    35     3.283
 -7   2   5   2.15618   41.8602   4.23487e-04    0.0%   4    78     3.261
  5   4   1   2.15532   41.8778   9.35677e-03    0.3%   4    42     3.258
  3   4   3   2.15504   41.8834   1.13127e-03    0.0%   4    34     3.257
  3   5   0   2.14906   42.0055   1.33258e-03    0.0%   4    34     3.236
  1   5   2   2.14892   42.0083   9.29980e-03    0.3%   4    30     3.235
  3   2   5   2.14090   42.1733   8.07415e-03    0.3%   4    38     3.207
  7   3   0   2.13830   42.2269   3.92629e-03    0.1%   4    58     3.198
  2   0   6   2.13741   42.2454   4.29967e-02    1.4%   2    40     3.195
 -6   4   2   2.12759   42.4498   4.47111e-03    0.1%   4    56     3.160
 -3   5   2   2.12728   42.4562   3.05528e-03    0.1%   4    38     3.159
  7   0  -6   2.12671   42.4682   3.22129e-05    0.0%   2    85     3.157
 -6   4   1   2.12547   42.4942   3.58955e-03    0.1%   4    53     3.153
 -3   1   7   2.12118   42.5843   1.03479e-02    0.3%   4    59     3.138
  9   0  -2   2.11599   42.6939   2.28817e-04    0.0%   2    85     3.120
 -2   1   7   2.11039   42.8126   1.69513e-05    0.0%   4    54     3.101
 -8   2   4   2.10948   42.8320   1.90778e-04    0.0%   4    84     3.097
  1   2   6   2.10940   42.8338   4.45878e-03    0.1%   4    41     3.097
 -6   3   5   2.10591   42.9083   1.34204e-02    0.4%   4    70     3.085
 -5   4   4   2.10505   42.9267   5.93395e-02    2.0%   4    57     3.082
 -8   1   5   2.10369   42.9558   1.11634e-05    0.0%   4    90     3.077
 -4   1   7   2.10292   42.9722   2.81085e-02    0.9%   4    66     3.075
 -2   3   6   2.10197   42.9927   1.62048e-03    0.1%   4    49     3.071
 -7   3   4   2.10147   43.0035   1.24138e-03    0.0%   4    74     3.070
  2   1   6   2.10145   43.0038   3.62865e-02    1.2%   4    41     3.070
 -6   2   6   2.10138   43.0053   1.90202e-03    0.1%   4    76     3.069
 -3   3   6   2.10083   43.0172   2.32430e-03    0.1%   4    54     3.068
  5   3   3   2.09981   43.0391   3.87030e-05    0.0%   4    43     3.064
  8   2   0   2.09851   43.0671   2.76084e-03    0.1%   4    68     3.060
  2   3   5   2.09449   43.1540   1.19968e-03    0.0%   4    38     3.046
