************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
 -3   1   2   3.17532   28.0770   7.99999e-02    5.5%   4    14     7.789
  2   0  -4   3.14244   28.3769   6.96875e-02    4.8%   2    20     7.615
  0   3   2   3.11505   28.6318   5.35052e-02    3.7%   4    13     7.471
  3   1   2   3.05149   29.2413   5.87833e-02    4.1%   4    14     7.142
 -2   2   3   3.03859   29.3681   2.50429e-02    1.7%   4    17     7.077
 -1   3   2   3.01396   29.6137   3.29740e-02    2.3%   4    14     6.952
 -2   1   4   3.00577   29.6962   5.53589e-02    3.8%   4    21     6.910
  0   2   4   3.00386   29.7154   1.24565e-01    8.6%   4    20     6.901
  2   0   4   2.98517   29.9058   1.08451e-02    0.7%   2    20     6.807
  1   3   2   2.97716   29.9882   1.17967e-02    0.8%   4    14     6.767
  3   2   0   2.97147   30.0470   1.71318e-02    1.2%   4    13     6.739
 -3   2   1   2.93897   30.3872   2.59208e-02    1.8%   4    14     6.578
 -1   2   4   2.92998   30.4828   2.65784e-02    1.8%   4    21     6.534
  2   2   3   2.92955   30.4874   3.13000e-02    2.2%   4    17     6.532
  2   3   0   2.90669   30.7329   3.51454e-02    2.4%   4    13     6.420
  3   2   1   2.88820   30.9347   3.29831e-05    0.0%   4    14     6.330
 -3   1   3   2.88692   30.9487   8.09128e-03    0.6%   4    19     6.324
 -2   3   1   2.86814   31.1564   1.20411e-01    8.3%   4    14     6.234
  2   1   4   2.86727   31.1661   1.18897e-02    0.8%   4    21     6.230
  1   2   4   2.86345   31.2088   9.74273e-03    0.7%   4    21     6.211
  0   1   5   2.84306   31.4384   1.93406e-03    0.1%   4    26     6.114
  2   3   1   2.83638   31.5143   1.51922e-01   10.5%   4    14     6.082
  0   3   3   2.81813   31.7238   2.21019e-02    1.5%   4    18     5.996
 -3   2   2   2.80126   31.9199   1.85370e-01   12.8%   4    17     5.917
 -1   1   5   2.78755   32.0811   2.42932e-02    1.7%   4    27     5.853
 -1   3   3   2.74971   32.5348   4.27157e-02    2.9%   4    19     5.678
  3   1   3   2.74922   32.5407   8.10651e-02    5.6%   4    19     5.676
 -2   3   2   2.73272   32.7427   2.55265e-02    1.8%   4    17     5.600
  4   0   0   2.72808   32.8000   3.61933e-02    2.5%   2    16     5.579
  1   1   5   2.71626   32.9468   2.99818e-02    2.1%   4    27     5.525
  3   2   2   2.71514   32.9608   9.45591e-02    6.5%   4    17     5.520
  1   3   3   2.70799   33.0503   4.55828e-02    3.1%   4    19     5.488
 -2   2   4   2.68278   33.3699   3.06933e-02    2.1%   4    24     5.374
  2   3   2   2.67851   33.4247   6.63781e-02    4.6%   4    17     5.355
  3   0  -4   2.66768   33.5643   2.03755e-05    0.0%   2    25     5.307
  4   1   0   2.63721   33.9638   7.41976e-05    0.0%   4    17     5.172
 -4   1   1   2.62055   34.1864   1.28788e-03    0.1%   4    18     5.099
  4   0  -2   2.60663   34.3746   3.51920e-05    0.0%   2    20     5.039
 -3   2   3   2.59725   34.5026   3.17118e-02    2.2%   4    22     4.998
  2   2   4   2.58292   34.7002   1.20367e-03    0.1%   4    24     4.936
 -3   1   4   2.58254   34.7055   6.59660e-03    0.5%   4    26     4.934
 -2   1   5   2.57801   34.7684   1.57131e-02    1.1%   4    30     4.915
  0   4   0   2.57600   34.7963   9.04613e-06    0.0%   2    16     4.906
  4   1   1   2.57263   34.8433   2.98498e-02    2.1%   4    18     4.892
  0   2   5   2.56518   34.9479   1.23257e-03    0.1%   4    29     4.860
  0   4   1   2.53779   35.3373   6.65981e-02    4.6%   4    17     4.744
 -2   3   3   2.53673   35.3525   2.55065e-03    0.2%   4    22     4.739
 -4   1   2   2.52703   35.4928   1.71320e-02    1.2%   4    21     4.698
  3   0   4   2.52422   35.5336   3.13286e-02    2.2%   2    25     4.686
 -1   2   5   2.52419   35.5341   1.15967e-03    0.1%   4    30     4.686
  0   3   4   2.51642   35.6474   8.14699e-03    0.6%   4    25     4.654
  4   0   2   2.51475   35.6719   6.30726e-04    0.0%   2    20     4.647
  1   4   0   2.50709   35.7846   7.77815e-02    5.4%   4    17     4.615
  3   3   0   2.49729   35.9299   1.16255e-01    8.0%   4    18     4.574
  3   2   3   2.49562   35.9547   2.06879e-04    0.0%   4    22     4.567
 -3   3   1   2.47790   36.2207   2.59097e-03    0.2%   4    19     4.494
 -1   4   1   2.47701   36.2341   4.60218e-02    3.2%   4    18     4.490
 -1   3   4   2.47250   36.3025   1.79178e-02    1.2%   4    26     4.472
  2   3   3   2.47224   36.3064   2.72461e-03    0.2%   4    22     4.471
  1   2   5   2.47089   36.3271   2.03848e-03    0.1%   4    30     4.465
  2   1   5   2.46818   36.3683   4.03328e-02    2.8%   4    30     4.454
  1   4   1   2.46667   36.3913   2.80624e-02    1.9%   4    18     4.448
  0   0   6   2.46490   36.4184   9.64611e-05    0.0%   2    36     4.440
  3   1   4   2.45172   36.6210   3.28182e-05    0.0%   4    26     4.387
  3   3   1   2.44724   36.6905   5.12292e-04    0.0%   4    19     4.368
  4   1   2   2.44305   36.7557   2.53009e-03    0.2%   4    21     4.351
  1   0  -6   2.43338   36.9070   1.84401e-02    1.3%   2    37     4.312
  0   4   2   2.43262   36.9189   2.93366e-02    2.0%   4    20     4.309
  1   3   4   2.43213   36.9266   6.81571e-04    0.0%   4    26     4.307
  4   2   0   2.41094   37.2631   8.22914e-03    0.6%   4    20     4.222
 -4   2   1   2.39819   37.4686   4.47017e-03    0.3%   4    21     4.171
  0   1   6   2.39726   37.4836   6.28553e-02    4.3%   4    37     4.167
 -3   3   2   2.39368   37.5418   2.94674e-03    0.2%   4    22     4.153
 -1   4   2   2.38356   37.7073   2.25719e-03    0.2%   4    21     4.113
 -4   1   3   2.37881   37.7853   1.16193e-02    0.8%   4    26     4.094
  1   0   6   2.37628   37.8270   1.61616e-02    1.1%   2    37     4.084
 -3   2   4   2.36895   37.9487   2.40701e-02    1.7%   4    29     4.056
 -1   1   6   2.36824   37.9605   6.96338e-02    4.8%   4    38     4.053
 -2   2   5   2.36545   38.0069   4.07366e-02    2.8%   4    33     4.042
  1   4   2   2.36523   38.0105   2.46567e-02    1.7%   4    21     4.041
  4   2   1   2.36130   38.0763   1.54279e-03    0.1%   4    21     4.026
  3   3   2   2.33927   38.4489   1.67473e-04    0.0%   4    22     3.940
  2   4   0   2.32943   38.6177   2.49484e-03    0.2%   4    20     3.902
 -4   2   2   2.32588   38.6789   3.46777e-02    2.4%   4    24     3.888
 -2   3   4   2.31848   38.8074   1.17791e-02    0.8%   4    29     3.860
  1   1   6   2.31551   38.8592   9.88262e-02    6.8%   4    38     3.848
 -2   4   1   2.30945   38.9653   8.77136e-03    0.6%   4    21     3.825
 -3   1   5   2.30003   39.1313   2.03161e-03    0.1%   4    35     3.789
  2   0  -6   2.29435   39.2321   4.36681e-03    0.3%   2    40     3.768
  2   4   1   2.29277   39.2603   7.48226e-03    0.5%   4    21     3.762
  0   4   3   2.28310   39.4336   9.13555e-02    6.3%   4    25     3.725
  2   2   5   2.27975   39.4937   7.26563e-07    0.0%   4    33     3.713
  4   1   3   2.27541   39.5723   4.17504e-03    0.3%   4    26     3.696
  3   2   4   2.26677   39.7295   2.29297e-03    0.2%   4    29     3.664
 -3   3   3   2.26261   39.8056   5.98493e-03    0.4%   4    27     3.648
  4   2   2   2.25991   39.8552   1.68869e-05    0.0%   4    24     3.638
  4   0  -4   2.25552   39.9360   3.79951e-02    2.6%   2    32     3.622
  2   3   4   2.25311   39.9805   1.40035e-03    0.1%   4    29     3.613
 -1   4   3   2.24625   40.1078   5.84322e-03    0.4%   4    26     3.587
  0   3   5   2.24131   40.2002   8.84342e-03    0.6%   4    34     3.569
 -2   1   6   2.23951   40.2339   1.45160e-03    0.1%   4    41     3.562
 -2   4   2   2.23697   40.2816   6.13334e-02    4.2%   4    24     3.553
  0   2   6   2.22352   40.5358   8.23077e-04    0.1%   4    40     3.504
  1   4   3   2.22334   40.5393   3.70376e-03    0.3%   4    26     3.503
 -1   3   5   2.21381   40.7214   9.44339e-03    0.7%   4    35     3.468
 -4   2   3   2.20877   40.8185   1.37224e-04    0.0%   4    29     3.450
  2   4   2   2.20694   40.8540   3.83601e-02    2.6%   4    24     3.443
 -4   1   4   2.20335   40.9234   3.06703e-03    0.2%   4    33     3.430
  2   0   6   2.20116   40.9660   1.00282e-03    0.1%   2    40     3.422
 -1   2   6   2.20030   40.9827   1.03909e-02    0.7%   4    41     3.419
  3   3   3   2.19446   41.0966   3.50527e-04    0.0%   4    27     3.398
  3   1   5   2.18445   41.2936   2.37220e-03    0.2%   4    35     3.362
  5   0   0   2.18246   41.3329   2.75085e-03    0.2%   2    25     3.355
  1   3   5   2.17759   41.4296   5.14324e-03    0.4%   4    35     3.337
  1   2   6   2.15782   41.8270   1.35719e-03    0.1%   4    41     3.267
  2   1   6   2.15259   41.9333   5.00014e-02    3.5%   4    41     3.248
 -3   2   5   2.14528   42.0830   1.90514e-02    1.3%   4    38     3.222
  4   0   4   2.13948   42.2026   1.45543e-02    1.0%   2    32     3.202
  4   3   0   2.13622   42.2700   6.09990e-02    4.2%   4    25     3.191
  5   1   0   2.13510   42.2933   2.15439e-04    0.0%   4    26     3.187
 -5   1   1   2.12952   42.4094   9.37758e-06    0.0%   4    27     3.167
 -4   3   1   2.12734   42.4550   1.55708e-02    1.1%   4    26     3.159
 -2   4   3   2.12559   42.4916   1.15184e-02    0.8%   4    29     3.153
  5   0  -2   2.12531   42.4975   1.17073e-02    0.8%   2    29     3.152
  4   2   3   2.12526   42.4986   2.03189e-02    1.4%   4    29     3.152
  0   4   4   2.11360   42.7445   1.96498e-04    0.0%   4    32     3.112
 -3   3   4   2.10685   42.8882   1.30239e-03    0.1%   4    34     3.088
 -2   3   5   2.10439   42.9409   1.78431e-03    0.1%   4    38     3.080
  3   4   0   2.10222   42.9873   2.20500e-03    0.2%   4    25     3.072
  4   3   1   2.10146   43.0036   2.84934e-02    2.0%   4    26     3.070
  5   1   1   2.09722   43.0948   9.96219e-04    0.1%   4    27     3.055
 -2   2   6   2.09592   43.1231   4.64585e-03    0.3%   4    44     3.051
  3   0  -6   2.09496   43.1438   3.08995e-03    0.2%   2    45     3.047
  4   1   4   2.09480   43.1473   7.70573e-05    0.0%   4    33     3.047
 -3   4   1   2.09062   43.2379   2.29756e-02    1.6%   4    26     3.033
 -1   4   4   2.08737   43.3085   7.94538e-03    0.5%   4    33     3.021
  2   4   3   2.08722   43.3119   5.46113e-03    0.4%   4    29     3.021
 -5   1   2   2.08149   43.4370   7.30785e-03    0.5%   4    30     3.001
 -4   3   2   2.07638   43.5494   2.24501e-02    1.5%   4    29     2.984
  3   4   1   2.07210   43.6439   3.82105e-03    0.3%   4    26     2.969
  0   1   7   2.06971   43.6970   3.17277e-03    0.2%   4    50     2.961
 -4   2   4   2.06619   43.7753   2.09569e-03    0.1%   4    36     2.949
  1   4   4   2.06291   43.8485   4.82374e-03    0.3%   4    33     2.938
  5   0   2   2.06250   43.8576   8.55591e-03    0.6%   2    29     2.937
 -1   1   7   2.05390   44.0508   7.47855e-03    0.5%   4    51     2.908
 -3   1   6   2.05296   44.0722   9.13313e-03    0.6%   4    46     2.905
  3   2   5   2.05058   44.1260   4.84356e-03    0.3%   4    38     2.897
  2   3   5   2.04336   44.2900   6.98538e-02    4.8%   4    38     2.873
  0   5   1   2.04108   44.3422   3.92108e-03    0.3%   4    26     2.865
 -3   4   2   2.03929   44.3832   4.20099e-03    0.3%   4    29     2.859
  3   3   4   2.03400   44.5048   9.53882e-02    6.6%   4    34     2.842
  4   3   2   2.02904   44.6195   3.88371e-03    0.3%   4    29     2.825
  1   5   0   2.02501   44.7131   1.89022e-03    0.1%   4    26     2.812
  2   2   6   2.02416   44.7329   5.89381e-04    0.0%   4    44     2.809
 -4   1   5   2.02281   44.7642   9.52754e-02    6.6%   4    42     2.805
  5   1   2   2.02239   44.7742   7.28277e-04    0.1%   4    30     2.803
  1   1   7   2.01361   44.9800   1.19825e-03    0.1%   4    51     2.774
  5   2   0   2.00959   45.0749   2.33333e-03    0.2%   4    29     2.761
 -1   5   1   2.00906   45.0875   1.84649e-04    0.0%   4    27     2.760
  3   4   2   2.00533   45.1759   2.33847e-02    1.6%   4    29     2.747
 -5   2   1   2.00494   45.1852   1.65192e-04    0.0%   4    30     2.746
  1   5   1   2.00353   45.2188   2.24298e-03    0.2%   4    27     2.741
  0   3   6   2.00258   45.2415   4.91313e-04    0.0%   4    45     2.738
 -5   1   3   1.99902   45.3264   1.88753e-02    1.3%   4    35     2.727
 -2   4   4   1.99219   45.4906   4.71056e-04    0.0%   4    36     2.705
 -4   3   3   1.99178   45.5003   4.08006e-03    0.3%   4    34     2.703
  3   0   6   1.99012   45.5406   5.95725e-04    0.0%   2    45     2.698
 -1   3   6   1.98556   45.6509   1.64471e-04    0.0%   4    46     2.683
  0   5   2   1.98515   45.6609   1.05665e-02    0.7%   4    29     2.682
  5   2   1   1.97792   45.8375   3.01811e-03    0.2%   4    30     2.659
  4   2   4   1.97588   45.8874   3.61790e-03    0.2%   4    36     2.652
 -2   1   7   1.97084   46.0114   2.82712e-02    2.0%   4    54     2.636
 -5   2   2   1.96470   46.1635   6.87388e-03    0.5%   4    33     2.616
 -1   5   2   1.95822   46.3253   8.14421e-04    0.1%   4    30     2.596
 -3   4   3   1.95640   46.3707   1.44848e-04    0.0%   4    34     2.590
  0   2   7   1.95478   46.4114   3.31197e-02    2.3%   4    53     2.585
  1   3   6   1.95418   46.4266   1.00062e-02    0.7%   4    46     2.583
  3   1   6   1.95400   46.4310   4.82499e-03    0.3%   4    46     2.582
  2   4   4   1.95026   46.5255   1.57548e-02    1.1%   4    36     2.570
  1   5   2   1.94802   46.5821   3.25562e-03    0.2%   4    30     2.563
 -3   3   5   1.94485   46.6625   6.41923e-06    0.0%   4    43     2.553
  0   4   5   1.94258   46.7201   1.40792e-04    0.0%   4    41     2.546
 -1   2   7   1.94145   46.7490   1.95146e-03    0.1%   4    54     2.543
 -3   2   6   1.94065   46.7694   9.56546e-04    0.1%   4    49     2.540
  4   3   3   1.92989   47.0458   1.21068e-02    0.8%   4    34     2.506
  2   5   0   1.92787   47.0981   3.41990e-02    2.4%   4    29     2.500
  5   0  -4   1.92662   47.1306   2.87791e-03    0.2%   2    41     2.496
 -1   4   5   1.92460   47.1830   2.10128e-02    1.5%   4    42     2.490
  5   1   3   1.92174   47.2576   4.23887e-03    0.3%   4    35     2.481
  4   1   5   1.91822   47.3494   6.79910e-03    0.5%   4    42     2.470
 -2   5   1   1.91650   47.3947   7.33158e-03    0.5%   4    30     2.465
 -4   2   5   1.91513   47.4306   1.45123e-02    1.0%   4    45     2.461
  5   2   2   1.91477   47.4401   4.58443e-03    0.3%   4    33     2.459
  3   4   3   1.91185   47.5170   1.51814e-02    1.0%   4    34     2.450
 -2   3   6   1.90784   47.6229   2.47584e-02    1.7%   4    49     2.438
  1   2   7   1.90731   47.6369   6.02336e-03    0.4%   4    54     2.436
  2   5   1   1.90693   47.6471   5.12312e-03    0.4%   4    30     2.435
  0   5   3   1.90136   47.7955   3.22908e-03    0.2%   4    34     2.418
  2   1   7   1.90135   47.7958   2.00318e-02    1.4%   4    54     2.418
  1   4   5   1.90066   47.8141   8.57888e-04    0.1%   4    42     2.416
 -5   2   3   1.89490   47.9685   1.62486e-02    1.1%   4    38     2.398
 -5   1   4   1.89380   47.9982   7.49439e-04    0.1%   4    42     2.395
 -4   3   4   1.88534   48.2272   1.62136e-03    0.1%   4    41     2.369
  4   0  -6   1.88135   48.3360   1.58227e-02    1.1%   2    52     2.357
 -1   5   3   1.87992   48.3751   4.02380e-03    0.3%   4    35     2.353
 -2   5   2   1.87446   48.5250   4.71722e-04    0.0%   4    33     2.336
  3   3   5   1.87346   48.5527   7.20892e-03    0.5%   4    43     2.333
  4   4   0   1.87296   48.5663   3.07762e-02    2.1%   4    32     2.332
 -2   2   7   1.87085   48.6248   9.60008e-03    0.7%   4    57     2.325
 -4   4   1   1.86697   48.7324   1.04518e-04    0.0%   4    33     2.314
  1   5   3   1.86642   48.7476   5.45055e-03    0.4%   4    35     2.312
  2   5   2   1.85669   49.0199   4.69011e-03    0.3%   4    33     2.283
  3   2   6   1.85643   49.0272   2.98266e-03    0.2%   4    49     2.282
  2   3   6   1.85325   49.1170   1.95925e-04    0.0%   4    49     2.273
 -3   4   4   1.85307   49.1219   2.71627e-03    0.2%   4    41     2.272
 -2   4   5   1.85140   49.1693   1.14827e-02    0.8%   4    45     2.267
 -4   1   6   1.85075   49.1876   7.98848e-04    0.1%   4    53     2.265
  4   4   1   1.84940   49.2258   1.44489e-02    1.0%   4    33     2.261
  0   0   8   1.84867   49.2465   2.81803e-04    0.0%   2    64     2.259
 -3   1   7   1.84224   49.4300   1.18291e-02    0.8%   4    59     2.240
  5   3   0   1.84205   49.4356   1.46283e-03    0.1%   4    34     2.240
  1   0  -8   1.83951   49.5083   1.45717e-03    0.1%   2    65     2.232
 -5   3   1   1.83846   49.5384   4.76766e-03    0.3%   4    35     2.229
  5   0   4   1.83561   49.6207   5.54568e-04    0.0%   2    41     2.221
 -4   4   2   1.83224   49.7180   5.46976e-03    0.4%   4    36     2.211
  5   2   3   1.82869   49.8211   4.66341e-03    0.3%   4    38     2.200
  4   2   5   1.82566   49.9094   2.74470e-03    0.2%   4    45     2.192
  0   1   8   1.81962   50.0865   1.76654e-02    1.2%   4    65     2.174
  6   0   0   1.81872   50.1130   1.60338e-03    0.1%   2    36     2.171
  5   3   1   1.81756   50.1472   1.14742e-02    0.8%   4    35     2.168
  4   3   4   1.81598   50.1939   2.78061e-02    1.9%   4    41     2.163
  2   2   7   1.81109   50.3387   2.88068e-03    0.2%   4    57     2.149
 -1   1   8   1.81088   50.3451   2.43617e-02    1.7%   4    66     2.149
  2   4   5   1.80943   50.3881   9.59180e-04    0.1%   4    45     2.144
 -2   5   3   1.80746   50.4469   4.39053e-03    0.3%   4    38     2.139
 -5   3   2   1.80729   50.4520   6.19669e-04    0.0%   4    38     2.138
  5   1   4   1.80715   50.4562   8.53217e-03    0.6%   4    42     2.138
  1   0   8   1.80635   50.4803   8.10768e-04    0.1%   2    65     2.136
 -5   2   4   1.80457   50.5336   2.00665e-04    0.0%   4    45     2.130
  3   4   4   1.80292   50.5829   1.42294e-02    1.0%   4    41     2.126
  0   5   4   1.80007   50.6686   9.58709e-04    0.1%   4    41     2.118
  0   3   7   1.79956   50.6840   6.81807e-03    0.5%   4    58     2.116
  4   4   2   1.79946   50.6870   9.01575e-03    0.6%   4    36     2.116
  3   5   0   1.79303   50.8818   1.34150e-04    0.0%   4    34     2.097
  6   1   0   1.79103   50.9426   1.35794e-04    0.0%   4    37     2.092
 -6   1   1   1.78970   50.9833   8.67350e-07    0.0%   4    38     2.088
  6   0  -2   1.78915   51.0000   6.94733e-03    0.5%   2    40     2.086
 -1   3   7   1.78914   51.0003   9.87241e-03    0.7%   4    59     2.086
 -3   3   6   1.78852   51.0194   2.90935e-04    0.0%   4    54     2.085
 -3   5   1   1.78581   51.1022   1.44036e-03    0.1%   4    35     2.077
 -1   5   4   1.78379   51.1644   3.25456e-04    0.0%   4    42     2.071
  2   5   3   1.78369   51.1674   2.07860e-03    0.1%   4    38     2.071
  2   0  -8   1.78105   51.2487   6.95440e-04    0.0%   2    68     2.063
  0   4   6   1.78093   51.2525   2.16513e-03    0.1%   4    52     2.063
  4   0   6   1.78067   51.2606   6.78096e-04    0.0%   2    52     2.062
  1   1   8   1.77922   51.3055   5.30381e-04    0.0%   4    66     2.058
 -5   1   5   1.77737   51.3626   2.70303e-04    0.0%   4    51     2.053
  3   5   1   1.77423   51.4600   3.55972e-03    0.2%   4    35     2.044
 -4   4   3   1.77332   51.4883   1.27629e-02    0.9%   4    41     2.042
 -1   4   6   1.76893   51.6256   1.05109e-05    0.0%   4    53     2.029
 -4   3   5   1.76848   51.6398   2.13279e-04    0.0%   4    50     2.028
  1   5   4   1.76845   51.6407   1.24278e-04    0.0%   4    42     2.028
  5   3   2   1.76820   51.6487   7.28469e-03    0.5%   4    38     2.027
 -4   2   6   1.76721   51.6797   4.94782e-04    0.0%   4    56     2.024
  6   1   1   1.76661   51.6984   8.62979e-04    0.1%   4    38     2.023
 -6   1   2   1.76278   51.8192   3.24003e-04    0.0%   4    41     2.012
  1   3   7   1.76232   51.8336   4.29494e-03    0.3%   4    59     2.011
 -3   2   7   1.75979   51.9136   3.69366e-03    0.3%   4    62     2.004
  3   1   7   1.75846   51.9559   4.36263e-04    0.0%   4    59     2.000
 -2   1   8   1.75503   52.0651   3.54351e-03    0.2%   4    69     1.990
  4   1   6   1.75466   52.0769   8.52401e-04    0.1%   4    53     1.989
 -3   5   2   1.75350   52.1138   6.89203e-04    0.0%   4    38     1.986
 -5   3   3   1.75252   52.1454   2.99927e-03    0.2%   4    43     1.983
  1   4   6   1.74663   52.3344   1.20865e-05    0.0%   4    53     1.967
  6   0   2   1.74389   52.4228   2.69756e-03    0.2%   2    40     1.960
  0   2   8   1.74004   52.5476   1.13474e-03    0.1%   4    68     1.949
 -3   4   5   1.73996   52.5504   1.67618e-04    0.0%   4    50     1.949
 -2   3   7   1.73343   52.7634   3.59980e-03    0.2%   4    62     1.931
 -1   2   8   1.73240   52.7975   8.42770e-04    0.1%   4    69     1.928
  3   5   2   1.73177   52.8180   9.02185e-03    0.6%   4    38     1.926
  4   4   3   1.72922   52.9018   2.02380e-03    0.1%   4    41     1.919
  5   2   4   1.72913   52.9048   1.12716e-02    0.8%   4    45     1.919
 -2   5   4   1.72329   53.0984   4.13515e-03    0.3%   4    45     1.903
  2   0   8   1.72223   53.1335   1.34811e-02    0.9%   2    68     1.900
  3   3   6   1.72195   53.1429   1.78447e-03    0.1%   4    54     1.900
  6   1   2   1.71944   53.2265   2.65584e-02    1.8%   4    41     1.893
  0   6   0   1.71733   53.2969   2.19240e-05    0.0%   2    36     1.887
  6   2   0   1.71500   53.3753   1.18111e-04    0.0%   4    40     1.881
 -6   2   1   1.71382   53.4147   2.67240e-06    0.0%   4    41     1.878
 -6   1   3   1.71356   53.4237   9.14255e-03    0.6%   4    46     1.877
 -2   4   6   1.71331   53.4320   5.85644e-03    0.4%   4    56     1.876
  0   6   1   1.70587   53.6836   9.62766e-04    0.1%   4    37     1.856
  1   2   8   1.70461   53.7265   4.07978e-04    0.0%   4    69     1.853
 -5   2   5   1.70299   53.7818   4.48306e-04    0.0%   4    54     1.849
 -3   5   3   1.69997   53.8851   1.23376e-02    0.9%   4    43     1.841
  5   3   3   1.69974   53.8929   2.14535e-02    1.5%   4    43     1.840
  2   1   8   1.69867   53.9297   5.98693e-05    0.0%   4    69     1.837
  4   3   5   1.69731   53.9764   1.49600e-03    0.1%   4    50     1.833
 -4   4   4   1.69696   53.9885   1.43757e-03    0.1%   4    48     1.833
  1   6   0   1.69645   54.0058   2.08164e-03    0.1%   4    37     1.831
  2   5   4   1.69593   54.0238   7.35606e-04    0.1%   4    45     1.830
