************************************************************************
Output generated by CrystalDiffract 7 for macOS                         
Copyright (c) 1996-2026 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

  h   k   l   d(hkl)    2-Theta     Intensity  I/Imax   m     N        Lp
  4   0  -2   2.75690   32.4476   8.09541e-02    4.2%   2    20     5.711
  1   3   3   2.74564   32.5843   7.82150e-03    0.4%   4    19     5.659
  2   3   2   2.73725   32.6871   3.42186e-02    1.8%   4    17     5.621
 -2   4   1   2.73001   32.7761   1.35465e-03    0.1%   4    21     5.588
 -3   3   2   2.72078   32.8905   1.71468e-01    8.9%   4    22     5.546
  3   1   2   2.71530   32.9587   8.61217e-04    0.0%   4    14     5.521
  3   3   0   2.70500   33.0878   1.13458e-01    5.9%   4    18     5.474
  2   4   0   2.70465   33.0922   1.34526e-02    0.7%   4    20     5.473
 -4   1   1   2.70218   33.1234   3.71491e-02    1.9%   4    18     5.462
  1   0  -5   2.69575   33.2046   6.83387e-05    0.0%   2    26     5.433
 -4   1   2   2.69288   33.2411   1.50525e-02    0.8%   4    21     5.420
  2   2   3   2.66916   33.5453   7.43617e-02    3.9%   4    17     5.314
  4   0   0   2.65670   33.7072   9.91386e-02    5.2%   2    16     5.258
  1   4   2   2.64738   33.8294   1.00835e-02    0.5%   4    21     5.217
 -2   4   2   2.63841   33.9479   4.87154e-03    0.3%   4    24     5.177
 -1   1   5   2.63581   33.9824   3.88331e-03    0.2%   4    27     5.166
 -1   3   4   2.62781   34.0891   1.39787e-03    0.1%   4    26     5.131
  1   2   4   2.60565   34.3880   5.42365e-05    0.0%   4    21     5.034
  4   1   0   2.59927   34.4750   1.12106e-02    0.6%   4    17     5.007
 -2   1   5   2.58912   34.6143   1.99685e-02    1.0%   4    30     4.963
 -3   2   4   2.58302   34.6988   6.15428e-02    3.2%   4    29     4.936
 -4   1   3   2.57467   34.8148   8.74907e-02    4.6%   4    26     4.901
  2   4   1   2.57141   34.8604   8.47748e-02    4.4%   4    21     4.887
 -1   4   3   2.57029   34.8761   1.49754e-02    0.8%   4    26     4.882
 -3   3   3   2.56237   34.9874   2.25299e-01   11.7%   4    27     4.848
  0   3   4   2.55637   35.0722   7.05992e-03    0.4%   4    25     4.822
 -2   3   4   2.54561   35.2252   1.05866e-01    5.5%   4    29     4.777
  3   2   2   2.54310   35.2611   1.03934e-02    0.5%   4    17     4.766
  0   4   3   2.53746   35.3421   2.37515e-02    1.2%   4    25     4.742
  3   3   1   2.53618   35.3605   2.30033e-02    1.2%   4    19     4.737
 -4   2   1   2.53231   35.4164   8.78840e-03    0.5%   4    21     4.720
  0   1   5   2.52853   35.4710   4.12472e-02    2.2%   4    26     4.705
 -4   2   2   2.52465   35.5273   4.43332e-02    2.3%   4    24     4.688
 -1   2   5   2.47744   36.2276   1.68837e-02    0.9%   4    30     4.492
  0   5   1   2.46740   36.3802   1.37209e-02    0.7%   4    26     4.451
 -2   4   3   2.46080   36.4811   2.34657e-01   12.2%   4    29     4.424
  2   0   4   2.45740   36.5335   3.16931e-02    1.7%   2    20     4.410
  3   0  -5   2.45594   36.5559   1.14371e-04    0.0%   2    34     4.404
  4   2   0   2.44703   36.6938   1.41859e-02    0.7%   4    20     4.368
  1   5   0   2.44625   36.7059   3.04914e-02    1.6%   4    26     4.364
 -2   2   5   2.43855   36.8259   1.10628e-03    0.1%   4    33     4.333
 -1   5   1   2.43363   36.9031   4.03503e-02    2.1%   4    27     4.313
  4   0  -4   2.42905   36.9752   2.37845e-02    1.2%   2    32     4.295
 -4   2   3   2.42647   37.0160   2.26888e-02    1.2%   4    29     4.284
  4   1   1   2.41771   37.1550   2.96774e-03    0.2%   4    18     4.249
  2   1   4   2.41173   37.2504   4.96146e-03    0.3%   4    21     4.225
  2   3   3   2.41112   37.2602   6.82827e-02    3.6%   4    22     4.223
  3   0   3   2.41041   37.2716   1.25726e-03    0.1%   2    18     4.220
 -3   1   5   2.41036   37.2724   3.06176e-02    1.6%   4    35     4.220
 -3   4   1   2.39605   37.5033   3.24454e-02    1.7%   4    26     4.163
  0   2   5   2.38773   37.6389   4.54301e-04    0.0%   4    29     4.130
 -4   1   4   2.38492   37.6849   1.18209e-01    6.2%   4    33     4.119
  1   4   3   2.37717   37.8125   1.65115e-05    0.0%   4    26     4.088
  1   5   1   2.37439   37.8584   1.04261e-02    0.5%   4    27     4.077
  2   4   2   2.37171   37.9027   4.85864e-03    0.3%   4    24     4.066
  3   1   3   2.36727   37.9765   9.29719e-02    4.8%   4    19     4.049
  1   3   4   2.36400   38.0311   2.11727e-02    1.1%   4    26     4.036
 -3   4   2   2.36098   38.0817   1.05698e-01    5.5%   4    29     4.024
  1   0   5   2.35531   38.1769   3.06918e-02    1.6%   2    26     4.002
  3   4   0   2.35064   38.2556   3.61564e-02    1.9%   4    25     3.984
 -3   3   4   2.34706   38.3163   9.97102e-03    0.5%   4    34     3.970
  0   5   2   2.34233   38.3967   1.01050e-03    0.1%   4    29     3.952
 -1   5   2   2.34025   38.4322   5.12343e-03    0.3%   4    30     3.944
  3   3   2   2.31699   38.8333   1.18459e-01    6.2%   4    22     3.854
  1   1   5   2.31501   38.8679   3.96512e-02    2.1%   4    27     3.846
 -4   3   1   2.30882   38.9763   4.22865e-02    2.2%   4    26     3.823
 -4   3   2   2.30302   39.0785   3.27259e-02    1.7%   4    29     3.801
 -1   4   4   2.29945   39.1415   1.39363e-02    0.7%   4    33     3.787
  4   2   1   2.29375   39.2429   2.22114e-02    1.2%   4    21     3.765
  2   2   4   2.28865   39.3340   1.54364e-02    0.8%   4    24     3.746
 -3   2   5   2.28747   39.3550   5.30338e-03    0.3%   4    38     3.742
 -2   5   1   2.28727   39.3586   5.39680e-02    2.8%   4    30     3.741
  2   5   0   2.27230   39.6288   1.81238e-02    0.9%   4    29     3.685
 -1   3   5   2.26701   39.7251   6.32052e-02    3.3%   4    35     3.665
 -4   2   4   2.26569   39.7492   4.64958e-03    0.2%   4    36     3.660
 -3   4   3   2.25523   39.9415   7.49450e-02    3.9%   4    34     3.621
  0   4   4   2.25113   40.0173   5.91561e-02    3.1%   4    32     3.605
  3   2   3   2.25055   40.0281   1.81972e-02    0.9%   4    22     3.603
 -2   4   4   2.24377   40.1541   5.34714e-02    2.8%   4    36     3.578
  4   3   0   2.24364   40.1566   1.69708e-02    0.9%   4    25     3.578
  1   5   2   2.23802   40.2619   2.26713e-03    0.1%   4    30     3.557
  3   4   1   2.23731   40.2751   4.00220e-02    2.1%   4    26     3.554
 -2   3   5   2.23710   40.2790   2.47917e-02    1.3%   4    38     3.554
  4   0   2   2.23708   40.2794   3.69311e-03    0.2%   2    20     3.553
  2   0  -6   2.23412   40.3350   6.81095e-04    0.0%   2    40     3.543
 -2   5   2   2.23259   40.3640   3.89979e-03    0.2%   4    33     3.537
 -4   3   3   2.22776   40.4553   5.86050e-04    0.0%   4    34     3.519
  1   2   5   2.20550   40.8818   4.55765e-03    0.2%   4    30     3.438
 -1   1   6   2.20484   40.8946   5.43466e-02    2.8%   4    38     3.435
  5   0  -1   2.20298   40.9306   2.46488e-02    1.3%   2    26     3.429
  4   1   2   2.20247   40.9406   2.17224e-03    0.1%   4    21     3.427
 -2   1   6   2.19965   40.9954   7.91850e-03    0.4%   4    41     3.417
  0   3   5   2.19767   41.0340   1.10300e-01    5.8%   4    34     3.409
  2   5   1   2.19155   41.1537   1.61710e-02    0.8%   4    30     3.387
 -1   5   3   2.19085   41.1674   6.08539e-03    0.3%   4    35     3.385
 -5   1   2   2.18705   41.2422   1.59839e-05    0.0%   4    30     3.371
  5   0  -3   2.17482   41.4848   2.54374e-03    0.1%   2    34     3.327
  0   5   3   2.17042   41.5728   3.14189e-02    1.6%   4    34     3.312
 -5   1   1   2.16990   41.5832   4.19290e-02    2.2%   4    27     3.310
 -4   1   5   2.16788   41.6239   4.30641e-06    0.0%   4    42     3.302
  0   0   6   2.15109   41.9640   1.15838e-02    0.6%   2    36     3.243
  2   4   3   2.15004   41.9853   6.81760e-03    0.4%   4    29     3.239
 -5   1   3   2.14298   42.1304   1.66627e-02    0.9%   4    35     3.214
  4   3   1   2.12373   42.5307   1.45817e-02    0.8%   4    26     3.147
 -2   5   3   2.12186   42.5699   5.14695e-04    0.0%   4    38     3.140
  0   1   6   2.12026   42.6036   1.70334e-02    0.9%   4    37     3.135
  2   3   4   2.11968   42.6159   8.27090e-06    0.0%   4    29     3.133
 -3   3   5   2.11874   42.6356   5.80573e-03    0.3%   4    43     3.130
  1   4   4   2.11643   42.6845   4.53451e-02    2.4%   4    33     3.121
 -1   2   6   2.10961   42.8293   6.09251e-03    0.3%   4    41     3.098
  4   2   2   2.10753   42.8736   3.51985e-02    1.8%   4    24     3.091
 -3   1   6   2.10650   42.8957   6.48650e-04    0.0%   4    46     3.087
 -2   2   6   2.10506   42.9265   1.58807e-04    0.0%   4    44     3.082
 -3   4   4   2.10425   42.9438   2.90457e-03    0.2%   4    41     3.079
 -4   3   4   2.10140   43.0049   1.14276e-02    0.6%   4    41     3.070
  5   1   0   2.09561   43.1297   1.76879e-02    0.9%   4    26     3.050
  0   6   0   2.09480   43.1472   7.76684e-03    0.4%   2    36     3.047
 -5   2   2   2.09401   43.1642   1.39367e-03    0.1%   4    33     3.044
  3   3   3   2.08930   43.2665   5.06528e-05    0.0%   4    27     3.028
  3   4   2   2.08250   43.4149   3.93120e-04    0.0%   4    29     3.005
 -3   5   1   2.07993   43.4714   5.67140e-04    0.0%   4    35     2.996
 -5   2   1   2.07894   43.4930   2.31836e-06    0.0%   4    30     2.993
 -4   2   5   2.07716   43.5322   6.34530e-03    0.3%   4    45     2.987
 -4   4   1   2.07656   43.5454   9.91704e-04    0.1%   4    33     2.985
 -4   4   2   2.07233   43.6388   4.63827e-02    2.4%   4    36     2.970
  3   1   4   2.07051   43.6793   3.31280e-02    1.7%   4    26     2.964
  0   6   1   2.06774   43.7407   1.89938e-02    1.0%   4    37     2.955
  1   5   3   2.06754   43.7452   4.11957e-03    0.2%   4    35     2.954
  2   1   5   2.06510   43.7995   1.10236e-02    0.6%   4    30     2.946
  2   5   2   2.06395   43.8253   2.92213e-02    1.5%   4    33     2.942
 -3   5   2   2.05686   43.9841   3.31101e-04    0.0%   4    38     2.918
  1   6   0   2.05525   44.0205   1.18472e-02    0.6%   4    37     2.913
 -5   2   3   2.05523   44.0208   1.56243e-02    0.8%   4    38     2.913
  1   3   5   2.05311   44.0687   3.33268e-04    0.0%   4    35     2.905
  3   5   0   2.05002   44.1387   1.63824e-03    0.1%   4    34     2.895
 -5   1   4   2.04788   44.1873   2.81472e-03    0.1%   4    42     2.888
 -1   6   1   2.04775   44.1902   2.28750e-02    1.2%   4    38     2.887
 -1   4   5   2.04598   44.2303   9.14451e-03    0.5%   4    42     2.882
  0   2   6   2.03517   44.4779   1.53991e-02    0.8%   4    40     2.846
  4   4   0   2.02875   44.6261   2.33259e-03    0.1%   4    32     2.824
 -2   4   5   2.02392   44.7385   9.01169e-03    0.5%   4    45     2.808
 -3   2   6   2.02299   44.7601   6.05311e-04    0.0%   4    49     2.805
 -4   4   3   2.01699   44.9005   2.48572e-03    0.1%   4    41     2.786
 -1   5   4   2.01580   44.9285   2.60611e-04    0.0%   4    42     2.782
  5   2   0   2.01334   44.9864   7.27613e-03    0.4%   4    29     2.774
  1   6   1   2.01207   45.0162   1.70813e-02    0.9%   4    38     2.769
  5   0   1   2.00518   45.1794   9.69610e-02    5.1%   2    26     2.747
  0   4   5   1.99458   45.4331   5.80338e-03    0.3%   4    41     2.712
  0   6   2   1.99245   45.4842   1.39602e-03    0.1%   4    40     2.705
 -1   6   2   1.99117   45.5151   5.50149e-03    0.3%   4    41     2.701
  3   2   4   1.99104   45.5182   3.93600e-02    2.1%   4    29     2.701
  4   1   3   1.98721   45.6108   5.73162e-02    3.0%   4    26     2.689
  2   2   5   1.98624   45.6345   1.08095e-03    0.1%   4    33     2.685
 -3   5   3   1.98580   45.6451   7.04570e-03    0.4%   4    43     2.684
  0   5   4   1.98300   45.7132   1.80948e-03    0.1%   4    41     2.675
  5   1   1   1.98014   45.7830   1.38961e-02    0.7%   4    27     2.666
  4   0  -6   1.97866   45.8193   2.46001e-02    1.3%   2    52     2.661
 -2   5   4   1.97797   45.8361   8.25589e-03    0.4%   4    45     2.659
 -1   3   6   1.97508   45.9069   2.52633e-02    1.3%   4    46     2.649
  3   5   1   1.97354   45.9449   1.39329e-02    0.7%   4    35     2.645
  4   3   2   1.97338   45.9488   6.10738e-04    0.0%   4    29     2.644
  1   1   6   1.97299   45.9586   3.12449e-02    1.6%   4    38     2.643
 -2   3   6   1.97135   45.9989   1.75258e-02    0.9%   4    49     2.637
 -5   2   4   1.97090   46.0101   1.55592e-03    0.1%   4    45     2.636
 -5   3   2   1.96227   46.2240   2.79276e-02    1.5%   4    38     2.609
 -2   6   1   1.95824   46.3248   1.28433e-02    0.7%   4    41     2.596
 -4   1   6   1.95458   46.4164   7.10140e-03    0.4%   4    53     2.584
 -5   3   1   1.94985   46.5357   2.57431e-07    0.0%   4    35     2.569
  2   6   0   1.94881   46.5619   3.23388e-03    0.2%   4    40     2.566
 -4   3   5   1.94838   46.5728   1.02715e-03    0.1%   4    50     2.564
  5   0  -5   1.94324   46.7035   2.76963e-03    0.1%   2    50     2.548
  4   4   1   1.93881   46.8165   8.20559e-06    0.0%   4    33     2.534
  2   4   4   1.93573   46.8955   1.11486e-02    0.6%   4    36     2.525
 -3   4   5   1.93501   46.9138   3.99463e-02    2.1%   4    50     2.522
 -5   3   3   1.93025   47.0366   1.10099e-02    0.6%   4    43     2.508
  1   6   2   1.92706   47.1191   6.95260e-02    3.6%   4    41     2.498
 -2   6   2   1.92359   47.2092   5.44894e-03    0.3%   4    44     2.487
 -4   4   4   1.92178   47.2565   3.58555e-02    1.9%   4    48     2.481
 -5   1   5   1.92042   47.2919   1.94154e-02    1.0%   4    51     2.477
  4   2   3   1.91665   47.3908   7.15347e-05    0.0%   4    29     2.465
  0   3   6   1.91360   47.4709   2.14173e-03    0.1%   4    45     2.456
  1   0  -7   1.91337   47.4770   6.68337e-03    0.3%   2    50     2.455
  2   5   3   1.91286   47.4903   1.61838e-02    0.8%   4    38     2.454
  3   4   3   1.91251   47.4996   1.29379e-02    0.7%   4    34     2.452
  5   2   1   1.91030   47.5579   2.38101e-02    1.2%   4    30     2.446
  1   2   6   1.90387   47.7285   8.76189e-03    0.5%   4    41     2.426
 -3   3   6   1.90346   47.7393   4.34360e-02    2.3%   4    54     2.425
 -2   1   7   1.90282   47.7565   1.60680e-03    0.1%   4    54     2.423
  2   6   1   1.89716   47.9079   3.97610e-03    0.2%   4    41     2.405
 -1   6   3   1.89671   47.9200   1.02960e-02    0.5%   4    46     2.404
  5   3   0   1.89542   47.9546   1.80828e-03    0.1%   4    34     2.400
 -1   1   7   1.89157   48.0582   2.88501e-03    0.2%   4    51     2.388
  1   5   4   1.88908   48.1258   2.71072e-03    0.1%   4    42     2.381
 -4   2   6   1.88732   48.1734   1.55497e-02    0.8%   4    56     2.375
  1   4   5   1.88463   48.2464   2.30718e-03    0.1%   4    42     2.367
  0   6   3   1.88340   48.2800   9.44563e-03    0.5%   4    45     2.363
 -3   5   4   1.88040   48.3620   1.41686e-03    0.1%   4    50     2.354
  3   3   4   1.87678   48.4612   1.52035e-06    0.0%   4    34     2.343
  3   0  -7   1.87556   48.4948   2.55520e-02    1.3%   2    58     2.340
  2   3   5   1.87276   48.5721   5.47501e-03    0.3%   4    38     2.331
  3   5   2   1.86483   48.7919   4.53007e-03    0.2%   4    38     2.307
 -4   5   1   1.86056   48.9112   5.68819e-03    0.3%   4    42     2.295
 -5   3   4   1.85988   48.9303   9.48742e-04    0.0%   4    50     2.293
 -4   5   2   1.85752   48.9966   5.77674e-03    0.3%   4    45     2.286
 -5   2   5   1.85651   49.0250   9.75855e-03    0.5%   4    54     2.283
 -3   1   7   1.85502   49.0669   5.61209e-03    0.3%   4    59     2.278
  6   0  -2   1.85182   49.1573   2.88974e-03    0.2%   2    40     2.269
 -2   6   3   1.85141   49.1690   8.41289e-03    0.4%   4    49     2.267
  3   0   5   1.84503   49.3502   3.05736e-04    0.0%   2    34     2.248
  5   1   2   1.84310   49.4055   7.36946e-05    0.0%   4    30     2.243
 -2   2   7   1.84059   49.4773   5.04075e-02    2.6%   4    57     2.235
 -1   5   5   1.83847   49.5382   1.89873e-02    1.0%   4    51     2.229
 -6   1   2   1.83204   49.7238   6.07839e-03    0.3%   4    41     2.210
 -1   2   7   1.83041   49.7712   3.49638e-02    1.8%   4    54     2.205
  4   5   0   1.82594   49.9013   5.66694e-03    0.3%   4    41     2.192
  3   1   5   1.82547   49.9150   1.74113e-02    0.9%   4    35     2.191
  0   1   7   1.82427   49.9502   5.38792e-03    0.3%   4    50     2.188
 -1   4   6   1.82374   49.9655   1.38537e-03    0.1%   4    53     2.186
 -3   6   1   1.82335   49.9770   1.47014e-02    0.8%   4    46     2.185
 -2   5   5   1.82241   50.0045   3.56887e-03    0.2%   4    54     2.182
  4   4   2   1.82240   50.0049   2.40128e-05    0.0%   4    36     2.182
 -2   4   6   1.82080   50.0518   1.10872e-02    0.6%   4    56     2.177
 -6   1   3   1.81859   50.1168   8.08112e-06    0.0%   4    46     2.171
  2   0   6   1.81752   50.1485   1.38765e-03    0.1%   2    40     2.168
 -4   5   3   1.81735   50.1534   8.64750e-06    0.0%   4    50     2.167
  1   6   3   1.81499   50.2232   2.72516e-02    1.4%   4    46     2.161
  4   3   3   1.81408   50.2500   3.35194e-02    1.7%   4    34     2.158
 -5   4   2   1.81364   50.2632   9.22075e-04    0.0%   4    45     2.157
  2   6   2   1.81256   50.2952   3.92258e-03    0.2%   4    44     2.153
 -6   1   1   1.80916   50.3963   2.52347e-03    0.1%   4    38     2.144
  5   3   1   1.80870   50.4100   1.18907e-03    0.1%   4    35     2.142
  4   0   4   1.80781   50.4366   9.29420e-04    0.0%   2    32     2.140
 -3   6   2   1.80775   50.4382   3.00461e-03    0.2%   4    49     2.140
 -5   4   1   1.80382   50.5559   3.76254e-03    0.2%   4    42     2.128
  1   3   6   1.80324   50.5734   1.86608e-02    1.0%   4    46     2.127
  3   6   0   1.80310   50.5775   1.08762e-02    0.6%   4    45     2.126
 -4   4   5   1.80266   50.5908   1.17038e-02    0.6%   4    57     2.125
  0   5   5   1.80090   50.6436   1.34059e-02    0.7%   4    50     2.120
  2   1   6   1.79881   50.7068   2.39190e-02    1.2%   4    41     2.114
 -3   2   7   1.79723   50.7546   1.15340e-02    0.6%   4    62     2.109
  4   1   4   1.78939   50.9926   1.91256e-05    0.0%   4    33     2.087
 -4   3   6   1.78916   50.9998   1.17913e-02    0.6%   4    61     2.086
  6   0  -4   1.78896   51.0057   1.54452e-05    0.0%   2    52     2.086
 -5   4   3   1.78827   51.0270   3.41658e-02    1.8%   4    50     2.084
  5   2   2   1.78638   51.0849   2.88290e-03    0.2%   4    33     2.078
 -1   6   4   1.77969   51.2909   1.06040e-03    0.1%   4    53     2.059
 -5   1   6   1.77933   51.3020   6.47995e-04    0.0%   4    62     2.058
  0   7   1   1.77842   51.3302   2.11895e-03    0.1%   4    50     2.056
 -6   2   2   1.77631   51.3956   5.88383e-04    0.0%   4    44     2.050
  0   4   6   1.77500   51.4361   3.50592e-04    0.0%   4    52     2.046
  6   0   0   1.77113   51.5567   3.81822e-03    0.2%   2    36     2.035
 -6   1   4   1.77111   51.5573   1.63087e-02    0.9%   4    53     2.035
  1   7   0   1.77045   51.5781   6.71827e-03    0.4%   4    50     2.033
  3   2   5   1.77032   51.5823   4.06421e-03    0.2%   4    38     2.033
  0   2   7   1.76922   51.6167   2.36147e-02    1.2%   4    53     2.030
 -3   4   6   1.76690   51.6892   9.24737e-04    0.0%   4    61     2.024
 -1   7   1   1.76565   51.7287   4.39174e-04    0.0%   4    51     2.020
 -6   2   3   1.76404   51.7793   3.30414e-02    1.7%   4    49     2.015
 -5   3   5   1.76284   51.8171   3.47292e-04    0.0%   4    59     2.012
  5   4   0   1.76047   51.8923   4.33902e-03    0.2%   4    41     2.006
 -4   1   7   1.76027   51.8985   2.14366e-04    0.0%   4    66     2.005
  4   5   1   1.75954   51.9217   9.85275e-03    0.5%   4    42     2.003
 -3   6   3   1.75894   51.9406   2.28394e-02    1.2%   4    54     2.001
  2   5   4   1.75723   51.9950   3.40485e-02    1.8%   4    45     1.996
  0   6   4   1.75700   52.0024   2.49917e-02    1.3%   4    52     1.996
 -3   5   5   1.75670   52.0119   8.04351e-02    4.2%   4    59     1.995
 -6   2   1   1.75543   52.0524   2.45001e-03    0.1%   4    41     1.991
  6   1   0   1.75381   52.1041   2.47360e-02    1.3%   4    37     1.987
 -2   6   4   1.75349   52.1142   3.80216e-04    0.0%   4    56     1.986
